n.evals.q.1.0.	xor._.hebbian.network.best.quality.inconsistency	xor._.hebbian.network.best.quality.inconsistency.min	xor._.hebbian.network.best.quality.inconsistency.max	xor._.hebbian.layer.best.quality.inconsistency	xor._.hebbian.layer.best.quality.inconsistency.min	xor._.hebbian.layer.best.quality.inconsistency.max	xor._.hebbian.neuron.best.quality.inconsistency	xor._.hebbian.neuron.best.quality.inconsistency.min	xor._.hebbian.neuron.best.quality.inconsistency.max	xor._.hebbian.synapse.best.quality.inconsistency	xor._.hebbian.synapse.best.quality.inconsistency.min	xor._.hebbian.synapse.best.quality.inconsistency.max	xor._.freeForm.best.quality.inconsistency	xor._.freeForm.best.quality.inconsistency.min	xor._.freeForm.best.quality.inconsistency.max
2.320e+04	8.930e-01	4.397e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	3.476e-05	1.005e-08	5.920e-03	4.539e-07	2.827e-10	6.159e-06	6.000e-01	3.763e-08	7.141e-01
2.330e+04	8.930e-01	4.452e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	5.421e-04	7.360e-08	2.061e-02	3.665e-06	3.041e-08	2.714e-04	6.000e-01	8.405e-10	7.141e-01
2.340e+04	8.930e-01	4.522e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.781e-07	1.594e-08	5.322e-04	8.524e-07	1.223e-08	1.538e-04	6.000e-01	4.815e-08	7.141e-01
2.350e+04	8.930e-01	4.451e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.424e-06	1.342e-08	3.174e-04	3.568e-08	2.405e-10	2.784e-04	6.000e-01	3.529e-08	7.141e-01
2.360e+04	8.930e-01	4.393e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.590e-05	5.466e-09	1.268e-02	1.131e-06	3.486e-09	1.767e-05	6.000e-01	4.112e-09	7.141e-01
2.370e+04	8.930e-01	4.439e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	6.534e-05	1.866e-08	2.935e-02	4.817e-06	1.122e-08	4.612e-04	6.000e-01	9.458e-10	7.141e-01
2.380e+04	8.930e-01	4.409e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.702e-06	3.888e-08	2.954e-02	9.749e-07	1.075e-09	3.651e-05	6.000e-01	9.727e-08	7.141e-01
2.390e+04	8.930e-01	4.411e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.835e-06	5.543e-09	4.556e-04	5.602e-06	3.453e-09	1.323e-03	6.000e-01	3.613e-08	7.141e-01
2.400e+04	8.930e-01	4.470e-01	8.930e-01	8.660e-01	8.659e-01	8.660e-01	2.533e-05	7.025e-09	6.222e-04	4.089e-07	5.425e-10	1.112e-05	6.000e-01	1.924e-06	7.141e-01
2.410e+04	8.930e-01	4.437e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.010e-05	1.314e-07	5.067e-03	2.332e-07	4.554e-09	4.730e-05	6.000e-01	3.525e-08	7.141e-01
2.420e+04	8.930e-01	4.385e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.764e-06	2.389e-08	5.100e-04	1.431e-07	1.458e-09	3.918e-05	6.000e-01	1.667e-08	7.141e-01
2.430e+04	8.930e-01	4.409e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.736e-05	3.117e-08	9.670e-03	7.863e-06	1.928e-08	3.002e-04	6.000e-01	7.889e-08	7.141e-01
2.440e+04	8.930e-01	4.449e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	4.761e-05	1.871e-09	2.670e-03	1.327e-06	1.043e-09	9.399e-04	6.000e-01	9.490e-09	7.141e-01
2.450e+04	8.930e-01	4.455e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	1.147e-04	2.036e-08	2.381e-02	7.342e-06	2.108e-08	9.098e-05	6.000e-01	3.606e-07	7.141e-01
2.460e+04	8.930e-01	4.429e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	6.787e-07	4.368e-08	8.121e-03	2.646e-06	1.001e-08	6.255e-04	6.000e-01	7.889e-08	7.141e-01
2.470e+04	8.930e-01	4.405e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	6.911e-06	1.369e-07	2.544e-03	1.438e-06	2.309e-08	4.209e-04	6.000e-01	7.889e-08	7.141e-01
2.480e+04	8.930e-01	4.445e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	2.508e-05	2.982e-08	3.713e-03	1.038e-05	1.843e-08	1.415e-04	6.000e-01	7.901e-09	7.141e-01
2.490e+04	8.930e-01	4.378e-01	8.930e-01	8.660e-01	8.660e-01	8.660e-01	6.737e-05	7.649e-07	1.182e-03	4.179e-07	1.494e-08	5.754e-04	6.000e-01	9.285e-09	7.141e-01
2.500e+04	8.930e-01	4.509e-01	8.930e-01	8.660e-01	8.659e-01	8.660e-01	1.625e-04	1.267e-08	1.266e-02	9.886e-06	8.301e-09	1.851e-04	6.000e-01	1.150e-09	7.141e-01
