n.evals.q.1.0.	mopm._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	mopm._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	mopm._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	mopm._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	mopm._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	mopm._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	mopm._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	mopm._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	mopm._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	mopm._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	mopm._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	mopm._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	mopm._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	mopm._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	mopm._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max
2.160e+04	4.635e-01	4.531e-01	4.635e-01	3.045e-01	1.401e-01	4.532e-01	4.820e-01	4.380e-01	5.118e-01	5.268e-01	5.041e-01	5.476e-01	4.219e-01	8.092e-02	4.598e-01
2.170e+04	4.635e-01	4.531e-01	4.635e-01	3.045e-01	1.401e-01	4.532e-01	4.820e-01	4.380e-01	5.118e-01	5.268e-01	5.041e-01	5.476e-01	4.219e-01	8.092e-02	4.598e-01
2.180e+04	4.635e-01	4.531e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.820e-01	4.380e-01	5.118e-01	5.268e-01	5.041e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.190e+04	4.635e-01	4.531e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.820e-01	4.380e-01	5.118e-01	5.268e-01	5.041e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.200e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.820e-01	4.330e-01	5.118e-01	5.268e-01	5.041e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.210e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.820e-01	4.330e-01	5.122e-01	5.268e-01	5.041e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.220e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.820e-01	4.337e-01	5.122e-01	5.268e-01	5.041e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.230e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.820e-01	4.337e-01	5.122e-01	5.268e-01	5.041e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.240e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.820e-01	4.337e-01	5.118e-01	5.268e-01	5.041e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.250e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.820e-01	4.337e-01	5.118e-01	5.268e-01	5.041e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.260e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.820e-01	4.337e-01	5.118e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.270e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.820e-01	4.337e-01	5.118e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.280e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.820e-01	4.337e-01	5.118e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.290e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.820e-01	4.337e-01	5.118e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.300e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.820e-01	4.337e-01	5.118e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.310e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.820e-01	4.337e-01	5.118e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	9.034e-02	4.598e-01
2.320e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.820e-01	4.337e-01	5.118e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	9.034e-02	4.598e-01
2.330e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.820e-01	4.337e-01	5.118e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	9.034e-02	4.598e-01
2.340e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.893e-01	4.505e-01	5.118e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	9.034e-02	4.598e-01
2.350e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.861e-01	4.505e-01	5.118e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	9.034e-02	4.598e-01
2.360e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.861e-01	4.505e-01	5.118e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	9.034e-02	4.598e-01
2.370e+04	4.635e-01	4.532e-01	4.635e-01	3.013e-01	1.401e-01	4.532e-01	4.861e-01	4.505e-01	5.122e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	9.034e-02	4.598e-01
2.380e+04	4.635e-01	4.532e-01	4.635e-01	2.559e-01	1.401e-01	4.531e-01	4.799e-01	4.505e-01	5.122e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	9.034e-02	4.598e-01
2.390e+04	4.635e-01	4.532e-01	4.635e-01	2.559e-01	1.401e-01	4.531e-01	4.799e-01	4.505e-01	5.122e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.400e+04	4.635e-01	4.532e-01	4.635e-01	2.559e-01	1.401e-01	4.531e-01	4.799e-01	4.505e-01	5.118e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.410e+04	4.635e-01	4.532e-01	4.635e-01	2.559e-01	1.401e-01	4.532e-01	4.799e-01	4.505e-01	5.118e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.420e+04	4.635e-01	4.532e-01	4.635e-01	2.559e-01	1.401e-01	4.532e-01	4.799e-01	4.505e-01	5.118e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.430e+04	4.635e-01	4.532e-01	4.635e-01	2.559e-01	1.401e-01	4.532e-01	4.799e-01	4.505e-01	5.118e-01	5.268e-01	5.058e-01	5.479e-01	4.219e-01	8.092e-02	4.598e-01
2.440e+04	4.635e-01	4.532e-01	4.635e-01	2.559e-01	1.401e-01	4.532e-01	4.799e-01	4.505e-01	5.118e-01	5.268e-01	5.058e-01	5.487e-01	4.219e-01	9.034e-02	4.598e-01
2.450e+04	4.635e-01	4.532e-01	4.635e-01	2.559e-01	1.401e-01	4.532e-01	4.799e-01	4.505e-01	5.118e-01	5.268e-01	5.058e-01	5.476e-01	4.219e-01	9.034e-02	4.598e-01
2.460e+04	4.635e-01	4.532e-01	4.635e-01	2.559e-01	1.401e-01	4.532e-01	4.799e-01	4.505e-01	5.118e-01	5.268e-01	5.058e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.470e+04	4.635e-01	4.533e-01	4.635e-01	2.537e-01	1.401e-01	4.037e-01	4.799e-01	4.505e-01	5.118e-01	5.268e-01	5.058e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.480e+04	4.635e-01	4.533e-01	4.635e-01	2.537e-01	1.401e-01	4.037e-01	4.799e-01	4.382e-01	5.118e-01	5.268e-01	5.058e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.490e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.187e-01	4.799e-01	4.382e-01	5.118e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.500e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.187e-01	4.799e-01	4.382e-01	5.118e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.510e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.187e-01	4.799e-01	4.382e-01	5.118e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.520e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.187e-01	4.815e-01	4.382e-01	5.118e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.530e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.187e-01	4.815e-01	4.382e-01	5.118e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.540e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.138e-01	4.815e-01	4.382e-01	5.118e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.550e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.138e-01	4.815e-01	4.382e-01	5.118e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.560e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.138e-01	4.815e-01	4.382e-01	5.118e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.570e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.138e-01	4.820e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.580e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.138e-01	4.820e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.590e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.138e-01	4.820e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.600e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.138e-01	4.820e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.610e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.138e-01	4.820e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.620e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.138e-01	4.820e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.630e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.138e-01	4.820e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.640e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.138e-01	4.820e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.469e-01	4.219e-01	9.034e-02	4.598e-01
2.650e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.138e-01	4.820e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.469e-01	4.219e-01	9.034e-02	4.598e-01
2.660e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.138e-01	4.820e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.469e-01	4.219e-01	9.034e-02	4.598e-01
2.670e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.138e-01	4.820e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	9.034e-02	4.598e-01
2.680e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.401e-01	3.138e-01	4.838e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	8.092e-02	4.598e-01
2.690e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.350e-01	3.138e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	8.092e-02	4.598e-01
2.700e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.350e-01	3.138e-01	4.836e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	8.092e-02	4.598e-01
2.710e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.350e-01	3.138e-01	4.836e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	8.092e-02	4.598e-01
2.720e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.350e-01	3.138e-01	4.836e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	8.092e-02	4.598e-01
2.730e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.350e-01	3.138e-01	4.836e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	8.092e-02	4.598e-01
2.740e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.350e-01	3.138e-01	4.836e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	8.092e-02	4.598e-01
2.750e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.350e-01	3.138e-01	4.836e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	8.092e-02	4.598e-01
2.760e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.350e-01	3.138e-01	4.836e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	8.092e-02	4.598e-01
2.770e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.350e-01	3.138e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	8.092e-02	4.598e-01
2.780e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.350e-01	3.138e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	8.092e-02	4.598e-01
2.790e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.350e-01	3.138e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	8.092e-02	4.598e-01
2.800e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.350e-01	3.138e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	8.092e-02	4.598e-01
2.810e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.350e-01	3.138e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	8.092e-02	4.598e-01
2.820e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.350e-01	3.138e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	8.092e-02	4.598e-01
2.830e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.350e-01	3.138e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	4.219e-01	8.092e-02	4.598e-01
2.840e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.350e-01	3.138e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	3.383e-01	8.092e-02	4.472e-01
2.850e+04	4.635e-01	4.533e-01	4.635e-01	2.125e-01	1.350e-01	3.138e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	3.383e-01	8.092e-02	4.472e-01
2.860e+04	4.635e-01	4.533e-01	4.635e-01	2.065e-01	1.216e-01	3.045e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	3.383e-01	8.092e-02	4.472e-01
2.870e+04	4.635e-01	4.533e-01	4.635e-01	2.052e-01	1.216e-01	3.013e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	2.882e-01	7.038e-02	4.472e-01
2.880e+04	4.635e-01	4.533e-01	4.635e-01	2.052e-01	1.216e-01	3.013e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	2.882e-01	7.038e-02	4.472e-01
2.890e+04	4.635e-01	4.533e-01	4.635e-01	2.052e-01	1.216e-01	3.013e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	2.882e-01	7.038e-02	4.472e-01
2.900e+04	4.635e-01	4.533e-01	4.635e-01	2.052e-01	1.216e-01	3.013e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.034e-01	5.431e-01	2.882e-01	7.038e-02	4.472e-01
2.910e+04	4.635e-01	4.533e-01	4.635e-01	2.052e-01	1.216e-01	3.013e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.023e-01	5.431e-01	2.882e-01	7.038e-02	4.472e-01
2.920e+04	4.635e-01	4.533e-01	4.635e-01	2.052e-01	1.216e-01	3.013e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.023e-01	5.431e-01	2.882e-01	7.038e-02	4.472e-01
2.930e+04	4.635e-01	4.533e-01	4.635e-01	2.052e-01	1.216e-01	3.013e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.023e-01	5.431e-01	2.882e-01	7.038e-02	4.472e-01
2.940e+04	4.635e-01	4.533e-01	4.635e-01	2.052e-01	1.216e-01	3.013e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.023e-01	5.431e-01	2.882e-01	7.038e-02	4.472e-01
2.950e+04	4.635e-01	4.533e-01	4.635e-01	1.954e-01	1.138e-01	3.013e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.023e-01	5.431e-01	2.882e-01	7.038e-02	4.472e-01
2.960e+04	4.635e-01	4.533e-01	4.635e-01	1.954e-01	1.138e-01	3.013e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.023e-01	5.431e-01	3.332e-01	7.038e-02	4.472e-01
2.970e+04	4.635e-01	4.533e-01	4.635e-01	1.954e-01	1.138e-01	3.013e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.002e-01	5.431e-01	3.332e-01	7.038e-02	4.472e-01
2.980e+04	4.635e-01	4.533e-01	4.635e-01	1.954e-01	1.138e-01	3.013e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.002e-01	5.431e-01	3.332e-01	7.038e-02	4.472e-01
2.990e+04	4.635e-01	4.533e-01	4.635e-01	1.954e-01	1.138e-01	3.013e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.002e-01	5.431e-01	3.383e-01	8.092e-02	4.598e-01
3.000e+04	4.635e-01	4.533e-01	4.635e-01	1.954e-01	1.138e-01	3.013e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.002e-01	5.431e-01	3.383e-01	8.092e-02	4.598e-01
3.010e+04	4.635e-01	4.533e-01	4.635e-01	1.954e-01	1.138e-01	3.013e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.002e-01	5.431e-01	3.383e-01	8.092e-02	4.598e-01
3.020e+04	4.635e-01	4.532e-01	4.635e-01	1.954e-01	1.138e-01	3.013e-01	4.908e-01	4.382e-01	5.122e-01	5.268e-01	5.002e-01	5.431e-01	3.383e-01	8.092e-02	4.598e-01
3.030e+04	4.635e-01	4.532e-01	4.635e-01	1.954e-01	1.138e-01	3.013e-01	4.908e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.456e-01	3.383e-01	8.092e-02	4.598e-01
3.040e+04	4.635e-01	4.532e-01	4.635e-01	1.891e-01	1.036e-01	2.860e-01	4.908e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.456e-01	3.383e-01	8.092e-02	4.598e-01
3.050e+04	4.635e-01	4.532e-01	4.635e-01	1.605e-01	9.890e-02	2.537e-01	4.908e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.456e-01	3.896e-01	8.092e-02	4.598e-01
3.060e+04	4.635e-01	4.532e-01	4.635e-01	1.605e-01	9.890e-02	2.537e-01	4.908e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.456e-01	3.896e-01	8.092e-02	4.598e-01
3.070e+04	4.635e-01	4.532e-01	4.635e-01	1.605e-01	9.890e-02	2.537e-01	4.908e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.456e-01	3.896e-01	8.092e-02	4.598e-01
3.080e+04	4.635e-01	4.532e-01	4.635e-01	1.605e-01	9.890e-02	2.537e-01	4.908e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.456e-01	3.896e-01	8.092e-02	4.598e-01
3.090e+04	4.635e-01	4.532e-01	4.635e-01	1.605e-01	9.890e-02	2.537e-01	4.908e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.456e-01	3.896e-01	8.092e-02	4.598e-01
3.100e+04	4.635e-01	4.532e-01	4.635e-01	1.605e-01	9.887e-02	2.537e-01	4.908e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.456e-01	3.851e-01	8.092e-02	4.598e-01
3.110e+04	4.635e-01	4.532e-01	4.635e-01	1.605e-01	9.887e-02	2.537e-01	4.908e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.456e-01	3.851e-01	8.092e-02	4.598e-01
3.120e+04	4.635e-01	4.532e-01	4.635e-01	1.605e-01	9.887e-02	2.156e-01	4.908e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.598e-01
3.130e+04	4.635e-01	4.532e-01	4.635e-01	1.605e-01	9.887e-02	2.156e-01	4.908e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.598e-01
3.140e+04	4.635e-01	4.532e-01	4.635e-01	1.605e-01	9.887e-02	2.156e-01	4.908e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.598e-01
3.150e+04	4.635e-01	4.532e-01	4.635e-01	1.605e-01	9.887e-02	2.156e-01	4.908e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.598e-01
3.160e+04	4.635e-01	4.532e-01	4.635e-01	1.605e-01	9.887e-02	2.156e-01	4.908e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.598e-01
3.170e+04	4.635e-01	4.532e-01	4.635e-01	1.605e-01	9.887e-02	2.156e-01	4.908e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.180e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	9.887e-02	2.156e-01	4.908e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.190e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	9.887e-02	2.156e-01	4.908e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.200e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	9.887e-02	2.156e-01	4.836e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.210e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	9.887e-02	2.156e-01	4.836e-01	4.382e-01	5.122e-01	5.288e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.220e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	9.887e-02	2.156e-01	4.908e-01	4.505e-01	5.122e-01	5.288e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.230e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	9.887e-02	2.156e-01	4.908e-01	4.505e-01	5.122e-01	5.288e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.240e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	9.887e-02	2.156e-01	4.908e-01	4.505e-01	5.122e-01	5.321e-01	5.002e-01	5.435e-01	3.851e-01	8.092e-02	4.472e-01
3.250e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	9.887e-02	2.537e-01	4.908e-01	4.505e-01	5.122e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.260e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	9.887e-02	2.537e-01	4.908e-01	4.505e-01	5.122e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.270e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	8.612e-02	2.537e-01	4.908e-01	4.505e-01	5.122e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.280e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	8.612e-02	2.537e-01	4.908e-01	4.505e-01	5.122e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.290e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.122e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.300e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.122e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
3.310e+04	4.635e-01	4.532e-01	4.635e-01	1.540e-01	8.612e-02	2.537e-01	4.929e-01	4.505e-01	5.122e-01	5.321e-01	5.002e-01	5.431e-01	3.851e-01	8.092e-02	4.472e-01
