n.evals.q.1.0.	mopm._.me.hebbian.network.best.quality.inconsistency	mopm._.me.hebbian.network.best.quality.inconsistency.min	mopm._.me.hebbian.network.best.quality.inconsistency.max	mopm._.me.hebbian.layer.best.quality.inconsistency	mopm._.me.hebbian.layer.best.quality.inconsistency.min	mopm._.me.hebbian.layer.best.quality.inconsistency.max	mopm._.me.hebbian.neuron.best.quality.inconsistency	mopm._.me.hebbian.neuron.best.quality.inconsistency.min	mopm._.me.hebbian.neuron.best.quality.inconsistency.max	mopm._.me.hebbian.synapse.best.quality.inconsistency	mopm._.me.hebbian.synapse.best.quality.inconsistency.min	mopm._.me.hebbian.synapse.best.quality.inconsistency.max	mopm._.me.freeForm.best.quality.inconsistency	mopm._.me.freeForm.best.quality.inconsistency.min	mopm._.me.freeForm.best.quality.inconsistency.max
1.220e+04	3.462e-01	3.461e-01	3.465e-01	3.461e-01	1.444e-01	3.461e-01	3.663e-01	3.233e-01	3.747e-01	3.343e-01	3.242e-01	3.634e-01	1.950e-01	1.087e-01	3.814e-01
1.230e+04	3.462e-01	3.461e-01	3.465e-01	3.461e-01	1.444e-01	3.461e-01	3.663e-01	3.233e-01	3.747e-01	3.343e-01	3.242e-01	3.583e-01	1.950e-01	1.087e-01	3.814e-01
1.240e+04	3.462e-01	3.461e-01	3.465e-01	3.461e-01	1.444e-01	3.461e-01	3.663e-01	3.233e-01	3.746e-01	3.343e-01	3.256e-01	3.548e-01	1.950e-01	1.016e-01	3.814e-01
1.250e+04	3.462e-01	3.461e-01	3.465e-01	3.461e-01	1.444e-01	3.461e-01	3.663e-01	3.233e-01	3.746e-01	3.343e-01	3.256e-01	3.548e-01	1.950e-01	1.016e-01	3.814e-01
1.260e+04	3.462e-01	3.461e-01	3.465e-01	3.461e-01	1.445e-01	3.461e-01	3.663e-01	3.233e-01	3.746e-01	3.343e-01	3.256e-01	3.548e-01	1.950e-01	8.435e-02	3.814e-01
1.270e+04	3.462e-01	3.461e-01	3.465e-01	3.461e-01	1.445e-01	3.461e-01	3.645e-01	3.165e-01	3.746e-01	3.343e-01	3.256e-01	3.548e-01	1.950e-01	8.435e-02	3.814e-01
1.280e+04	3.462e-01	3.461e-01	3.465e-01	3.461e-01	1.445e-01	3.461e-01	3.581e-01	3.165e-01	3.717e-01	3.343e-01	3.256e-01	3.548e-01	1.950e-01	8.435e-02	3.814e-01
1.290e+04	3.462e-01	3.461e-01	3.465e-01	3.461e-01	1.445e-01	3.461e-01	3.581e-01	3.165e-01	3.717e-01	3.313e-01	3.242e-01	3.583e-01	1.950e-01	9.556e-02	3.814e-01
1.300e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.445e-01	3.461e-01	3.581e-01	3.165e-01	3.717e-01	3.313e-01	3.242e-01	3.583e-01	3.198e-01	1.016e-01	3.814e-01
1.310e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.444e-01	3.461e-01	3.581e-01	3.165e-01	3.717e-01	3.323e-01	3.242e-01	3.583e-01	3.561e-01	1.087e-01	3.848e-01
1.320e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.444e-01	3.461e-01	3.581e-01	3.165e-01	3.717e-01	3.323e-01	3.242e-01	3.583e-01	3.561e-01	1.087e-01	3.848e-01
1.330e+04	3.462e-01	3.461e-01	3.465e-01	2.343e-01	1.444e-01	3.461e-01	3.510e-01	3.165e-01	3.717e-01	3.323e-01	3.242e-01	3.583e-01	3.561e-01	1.087e-01	3.848e-01
1.340e+04	3.462e-01	3.461e-01	3.465e-01	2.343e-01	1.444e-01	3.461e-01	3.510e-01	3.165e-01	3.717e-01	3.323e-01	3.242e-01	3.583e-01	3.198e-01	9.743e-02	3.848e-01
1.350e+04	3.462e-01	3.461e-01	3.465e-01	2.343e-01	1.444e-01	3.461e-01	3.510e-01	3.165e-01	3.717e-01	3.323e-01	3.242e-01	3.583e-01	3.198e-01	9.743e-02	3.844e-01
1.360e+04	3.462e-01	3.461e-01	3.465e-01	2.343e-01	1.444e-01	3.461e-01	3.510e-01	3.165e-01	3.717e-01	3.323e-01	3.242e-01	3.583e-01	3.198e-01	9.743e-02	3.844e-01
1.370e+04	3.462e-01	3.461e-01	3.465e-01	2.343e-01	1.444e-01	3.461e-01	3.510e-01	3.165e-01	3.717e-01	3.323e-01	3.242e-01	3.583e-01	3.198e-01	9.743e-02	3.844e-01
1.380e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.444e-01	3.461e-01	3.487e-01	3.118e-01	3.711e-01	3.323e-01	3.242e-01	3.583e-01	3.198e-01	9.743e-02	3.803e-01
1.390e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.445e-01	3.461e-01	3.487e-01	3.118e-01	3.711e-01	3.323e-01	3.242e-01	3.583e-01	3.198e-01	9.743e-02	3.803e-01
1.400e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.445e-01	3.461e-01	3.510e-01	3.118e-01	3.711e-01	3.323e-01	3.242e-01	3.583e-01	3.561e-01	1.087e-01	3.844e-01
1.410e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.445e-01	3.461e-01	3.541e-01	3.118e-01	3.711e-01	3.323e-01	3.242e-01	3.583e-01	3.561e-01	1.087e-01	3.844e-01
1.420e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.445e-01	3.461e-01	3.544e-01	3.118e-01	3.711e-01	3.323e-01	3.242e-01	3.583e-01	3.587e-01	1.087e-01	3.844e-01
1.430e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.444e-01	3.461e-01	3.544e-01	3.118e-01	3.711e-01	3.323e-01	3.242e-01	3.583e-01	3.567e-01	1.131e-01	3.844e-01
1.440e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.444e-01	3.461e-01	3.544e-01	3.233e-01	3.711e-01	3.313e-01	3.236e-01	3.583e-01	3.567e-01	1.131e-01	3.844e-01
1.450e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.444e-01	3.461e-01	3.544e-01	3.233e-01	3.717e-01	3.313e-01	3.236e-01	3.583e-01	3.567e-01	1.131e-01	3.844e-01
1.460e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.444e-01	3.461e-01	3.544e-01	3.233e-01	3.711e-01	3.313e-01	3.236e-01	3.583e-01	3.587e-01	1.131e-01	3.844e-01
1.470e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.444e-01	3.461e-01	3.544e-01	3.233e-01	3.711e-01	3.314e-01	3.242e-01	3.583e-01	3.587e-01	1.087e-01	3.844e-01
1.480e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.444e-01	3.461e-01	3.544e-01	3.233e-01	3.711e-01	3.314e-01	3.242e-01	3.583e-01	3.587e-01	1.087e-01	3.844e-01
1.490e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.444e-01	3.461e-01	3.544e-01	3.233e-01	3.711e-01	3.314e-01	3.242e-01	3.548e-01	3.579e-01	1.087e-01	3.844e-01
1.500e+04	3.462e-01	3.461e-01	3.465e-01	2.343e-01	1.392e-01	3.461e-01	3.544e-01	3.233e-01	3.711e-01	3.314e-01	3.242e-01	3.548e-01	3.579e-01	1.087e-01	3.844e-01
1.510e+04	3.462e-01	3.461e-01	3.465e-01	2.343e-01	1.392e-01	3.461e-01	3.544e-01	3.233e-01	3.711e-01	3.314e-01	3.242e-01	3.548e-01	3.579e-01	1.087e-01	3.844e-01
1.520e+04	3.462e-01	3.461e-01	3.465e-01	2.343e-01	1.392e-01	3.461e-01	3.544e-01	3.233e-01	3.711e-01	3.314e-01	3.242e-01	3.548e-01	3.579e-01	9.743e-02	3.844e-01
1.530e+04	3.462e-01	3.461e-01	3.465e-01	2.343e-01	1.392e-01	3.461e-01	3.544e-01	3.233e-01	3.711e-01	3.314e-01	3.242e-01	3.548e-01	3.579e-01	9.743e-02	3.844e-01
1.540e+04	3.462e-01	3.461e-01	3.465e-01	2.343e-01	1.392e-01	3.461e-01	3.541e-01	3.233e-01	3.701e-01	3.314e-01	3.242e-01	3.548e-01	3.579e-01	9.743e-02	3.844e-01
1.550e+04	3.462e-01	3.461e-01	3.465e-01	2.343e-01	1.392e-01	3.461e-01	3.541e-01	3.233e-01	3.701e-01	3.314e-01	3.242e-01	3.548e-01	3.579e-01	9.743e-02	3.844e-01
1.560e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.349e-01	3.461e-01	3.541e-01	3.233e-01	3.701e-01	3.314e-01	3.242e-01	3.548e-01	3.562e-01	9.743e-02	3.844e-01
1.570e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.349e-01	3.461e-01	3.541e-01	3.233e-01	3.701e-01	3.314e-01	3.242e-01	3.548e-01	3.562e-01	9.556e-02	3.844e-01
1.580e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.349e-01	3.461e-01	3.544e-01	3.242e-01	3.701e-01	3.315e-01	3.242e-01	3.548e-01	3.562e-01	9.556e-02	3.844e-01
1.590e+04	3.462e-01	3.461e-01	3.465e-01	2.665e-01	1.349e-01	3.461e-01	3.544e-01	3.242e-01	3.701e-01	3.315e-01	3.242e-01	3.548e-01	3.562e-01	9.556e-02	3.844e-01
1.600e+04	3.461e-01	3.461e-01	3.464e-01	2.323e-01	1.310e-01	3.461e-01	3.544e-01	3.242e-01	3.701e-01	3.315e-01	3.242e-01	3.548e-01	3.562e-01	9.556e-02	3.844e-01
1.610e+04	3.461e-01	3.461e-01	3.464e-01	2.323e-01	1.310e-01	3.461e-01	3.544e-01	3.302e-01	3.701e-01	3.315e-01	3.242e-01	3.582e-01	3.562e-01	9.556e-02	3.844e-01
1.620e+04	3.461e-01	3.461e-01	3.464e-01	2.665e-01	1.349e-01	3.461e-01	3.544e-01	3.302e-01	3.701e-01	3.315e-01	3.242e-01	3.582e-01	3.562e-01	9.556e-02	3.844e-01
1.630e+04	3.461e-01	3.461e-01	3.464e-01	2.665e-01	1.349e-01	3.461e-01	3.544e-01	3.302e-01	3.701e-01	3.315e-01	3.242e-01	3.582e-01	3.562e-01	9.556e-02	3.844e-01
1.640e+04	3.461e-01	3.461e-01	3.464e-01	2.665e-01	1.349e-01	3.461e-01	3.544e-01	3.302e-01	3.701e-01	3.315e-01	3.242e-01	3.582e-01	3.562e-01	9.556e-02	3.844e-01
1.650e+04	3.461e-01	3.461e-01	3.464e-01	2.665e-01	1.349e-01	3.461e-01	3.544e-01	3.302e-01	3.701e-01	3.315e-01	3.242e-01	3.582e-01	3.562e-01	9.556e-02	3.844e-01
1.660e+04	3.461e-01	3.461e-01	3.464e-01	2.665e-01	1.349e-01	3.461e-01	3.541e-01	3.302e-01	3.701e-01	3.315e-01	3.242e-01	3.582e-01	3.562e-01	9.556e-02	3.844e-01
1.670e+04	3.461e-01	3.461e-01	3.464e-01	2.665e-01	1.349e-01	3.461e-01	3.541e-01	3.302e-01	3.701e-01	3.315e-01	3.242e-01	3.582e-01	3.562e-01	9.556e-02	3.844e-01
1.680e+04	3.461e-01	3.461e-01	3.464e-01	2.665e-01	1.349e-01	3.461e-01	3.541e-01	3.302e-01	3.701e-01	3.314e-01	3.190e-01	3.509e-01	3.562e-01	9.556e-02	3.844e-01
1.690e+04	3.461e-01	3.461e-01	3.464e-01	2.665e-01	1.444e-01	3.461e-01	3.541e-01	3.302e-01	3.701e-01	3.314e-01	3.190e-01	3.509e-01	3.562e-01	9.556e-02	3.844e-01
1.700e+04	3.461e-01	3.461e-01	3.464e-01	2.665e-01	1.444e-01	3.461e-01	3.541e-01	3.302e-01	3.701e-01	3.314e-01	3.190e-01	3.509e-01	3.562e-01	9.556e-02	3.844e-01
1.710e+04	3.461e-01	3.461e-01	3.464e-01	2.665e-01	1.444e-01	3.461e-01	3.541e-01	3.302e-01	3.701e-01	3.314e-01	3.190e-01	3.509e-01	3.562e-01	9.556e-02	3.844e-01
1.720e+04	3.461e-01	3.461e-01	3.464e-01	2.323e-01	1.349e-01	3.461e-01	3.541e-01	3.302e-01	3.701e-01	3.314e-01	3.190e-01	3.509e-01	3.562e-01	9.556e-02	3.844e-01
1.730e+04	3.461e-01	3.461e-01	3.464e-01	2.323e-01	1.349e-01	3.461e-01	3.541e-01	3.246e-01	3.701e-01	3.314e-01	3.190e-01	3.509e-01	3.562e-01	9.556e-02	3.844e-01
1.740e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.349e-01	3.461e-01	3.541e-01	3.246e-01	3.701e-01	3.314e-01	3.190e-01	3.509e-01	3.562e-01	9.285e-02	3.844e-01
1.750e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.349e-01	3.461e-01	3.541e-01	3.246e-01	3.701e-01	3.314e-01	3.190e-01	3.509e-01	3.562e-01	9.285e-02	3.844e-01
1.760e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.349e-01	3.461e-01	3.541e-01	3.246e-01	3.691e-01	3.314e-01	3.190e-01	3.509e-01	3.562e-01	9.285e-02	3.844e-01
1.770e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.349e-01	3.461e-01	3.541e-01	3.246e-01	3.691e-01	3.314e-01	3.190e-01	3.509e-01	3.562e-01	9.285e-02	3.844e-01
1.780e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.349e-01	3.461e-01	3.541e-01	3.246e-01	3.691e-01	3.314e-01	3.190e-01	3.509e-01	3.562e-01	9.285e-02	3.844e-01
1.790e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.349e-01	3.461e-01	3.541e-01	3.246e-01	3.691e-01	3.314e-01	3.190e-01	3.509e-01	3.562e-01	9.285e-02	3.844e-01
1.800e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.349e-01	3.461e-01	3.541e-01	3.246e-01	3.691e-01	3.314e-01	3.190e-01	3.509e-01	3.562e-01	7.594e-02	3.844e-01
1.810e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.349e-01	3.461e-01	3.541e-01	3.246e-01	3.691e-01	3.314e-01	3.190e-01	3.509e-01	3.562e-01	7.594e-02	3.844e-01
1.820e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.349e-01	3.461e-01	3.541e-01	3.233e-01	3.691e-01	3.314e-01	3.190e-01	3.509e-01	3.562e-01	7.594e-02	3.844e-01
1.830e+04	3.461e-01	3.461e-01	3.464e-01	2.197e-01	1.349e-01	3.461e-01	3.541e-01	3.233e-01	3.691e-01	3.314e-01	3.190e-01	3.509e-01	3.562e-01	7.594e-02	3.844e-01
1.840e+04	3.461e-01	3.461e-01	3.464e-01	2.197e-01	1.349e-01	3.461e-01	3.541e-01	3.233e-01	3.691e-01	3.314e-01	3.190e-01	3.583e-01	3.449e-01	7.594e-02	3.844e-01
1.850e+04	3.461e-01	3.461e-01	3.464e-01	2.197e-01	1.349e-01	3.461e-01	3.541e-01	3.233e-01	3.691e-01	3.314e-01	3.190e-01	3.583e-01	3.449e-01	7.594e-02	3.844e-01
1.860e+04	3.461e-01	3.461e-01	3.464e-01	2.197e-01	1.349e-01	3.461e-01	3.541e-01	3.233e-01	3.691e-01	3.314e-01	3.190e-01	3.583e-01	3.449e-01	7.594e-02	3.844e-01
1.870e+04	3.461e-01	3.461e-01	3.464e-01	2.197e-01	1.349e-01	3.461e-01	3.511e-01	3.226e-01	3.691e-01	3.314e-01	3.190e-01	3.583e-01	3.449e-01	7.594e-02	3.844e-01
1.880e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.349e-01	3.461e-01	3.511e-01	3.226e-01	3.691e-01	3.314e-01	3.190e-01	3.583e-01	3.562e-01	7.594e-02	3.844e-01
1.890e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.310e-01	3.461e-01	3.510e-01	3.226e-01	3.691e-01	3.314e-01	3.190e-01	3.583e-01	3.562e-01	7.594e-02	3.844e-01
1.900e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.310e-01	3.461e-01	3.510e-01	3.226e-01	3.691e-01	3.313e-01	3.189e-01	3.583e-01	3.562e-01	7.594e-02	3.844e-01
1.910e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.310e-01	3.461e-01	3.510e-01	3.226e-01	3.691e-01	3.313e-01	3.189e-01	3.583e-01	3.562e-01	7.594e-02	3.844e-01
1.920e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.310e-01	3.461e-01	3.511e-01	3.233e-01	3.701e-01	3.313e-01	3.189e-01	3.583e-01	3.562e-01	7.594e-02	3.844e-01
1.930e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.310e-01	3.461e-01	3.581e-01	3.303e-01	3.711e-01	3.308e-01	3.189e-01	3.583e-01	3.562e-01	7.594e-02	3.844e-01
1.940e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.310e-01	3.461e-01	3.581e-01	3.303e-01	3.711e-01	3.308e-01	3.189e-01	3.583e-01	3.562e-01	7.594e-02	3.844e-01
1.950e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.310e-01	3.461e-01	3.581e-01	3.303e-01	3.701e-01	3.308e-01	3.189e-01	3.583e-01	3.562e-01	7.594e-02	3.844e-01
1.960e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.310e-01	3.461e-01	3.581e-01	3.303e-01	3.701e-01	3.308e-01	3.189e-01	3.583e-01	3.562e-01	7.594e-02	3.844e-01
1.970e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.310e-01	3.461e-01	3.581e-01	3.233e-01	3.701e-01	3.308e-01	3.189e-01	3.583e-01	3.562e-01	7.594e-02	3.844e-01
1.980e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.310e-01	3.461e-01	3.511e-01	3.317e-01	3.701e-01	3.308e-01	3.189e-01	3.583e-01	3.562e-01	7.594e-02	3.844e-01
1.990e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.310e-01	3.461e-01	3.511e-01	3.317e-01	3.701e-01	3.308e-01	3.189e-01	3.583e-01	3.611e-01	9.285e-02	3.907e-01
2.000e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.310e-01	3.461e-01	3.511e-01	3.317e-01	3.701e-01	3.308e-01	3.189e-01	3.583e-01	3.611e-01	9.285e-02	3.907e-01
2.010e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.310e-01	3.461e-01	3.511e-01	3.317e-01	3.701e-01	3.308e-01	3.189e-01	3.583e-01	3.611e-01	9.285e-02	3.907e-01
2.020e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.310e-01	3.461e-01	3.511e-01	3.317e-01	3.701e-01	3.308e-01	3.189e-01	3.583e-01	3.611e-01	9.285e-02	3.907e-01
2.030e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.310e-01	3.461e-01	3.581e-01	3.317e-01	3.705e-01	3.308e-01	3.189e-01	3.583e-01	3.611e-01	9.285e-02	3.915e-01
2.040e+04	3.461e-01	3.461e-01	3.464e-01	2.282e-01	1.310e-01	3.461e-01	3.581e-01	3.317e-01	3.705e-01	3.308e-01	3.189e-01	3.583e-01	3.611e-01	9.285e-02	3.915e-01
2.050e+04	3.461e-01	3.461e-01	3.464e-01	2.197e-01	1.310e-01	3.461e-01	3.581e-01	3.317e-01	3.705e-01	3.308e-01	3.189e-01	3.583e-01	3.611e-01	9.285e-02	3.912e-01
2.060e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.310e-01	3.461e-01	3.581e-01	3.317e-01	3.705e-01	3.308e-01	3.189e-01	3.583e-01	3.611e-01	9.285e-02	3.912e-01
2.070e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.310e-01	3.461e-01	3.581e-01	3.317e-01	3.705e-01	3.308e-01	3.189e-01	3.583e-01	3.611e-01	9.285e-02	3.912e-01
2.080e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.310e-01	3.461e-01	3.539e-01	3.233e-01	3.701e-01	3.308e-01	3.189e-01	3.582e-01	3.611e-01	9.285e-02	3.912e-01
2.090e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.310e-01	3.461e-01	3.539e-01	3.233e-01	3.701e-01	3.308e-01	3.189e-01	3.582e-01	3.611e-01	9.285e-02	3.912e-01
2.100e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.310e-01	3.461e-01	3.539e-01	3.233e-01	3.701e-01	3.308e-01	3.189e-01	3.582e-01	3.611e-01	9.285e-02	3.912e-01
2.110e+04	3.461e-01	3.461e-01	3.464e-01	2.081e-01	1.076e-01	3.461e-01	3.581e-01	3.233e-01	3.691e-01	3.302e-01	3.167e-01	3.582e-01	3.611e-01	9.285e-02	3.911e-01
2.120e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.231e-01	3.461e-01	3.581e-01	3.233e-01	3.691e-01	3.302e-01	3.139e-01	3.582e-01	3.611e-01	9.285e-02	3.911e-01
2.130e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.231e-01	3.461e-01	3.581e-01	3.233e-01	3.691e-01	3.302e-01	3.189e-01	3.582e-01	3.611e-01	9.125e-02	3.911e-01
2.140e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.231e-01	3.461e-01	3.581e-01	3.233e-01	3.691e-01	3.302e-01	3.103e-01	3.582e-01	3.611e-01	9.125e-02	3.911e-01
2.150e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.231e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.308e-01	3.103e-01	3.627e-01	3.611e-01	9.125e-02	3.911e-01
2.160e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.076e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.308e-01	3.103e-01	3.627e-01	3.611e-01	9.125e-02	3.911e-01
2.170e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.076e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.308e-01	3.103e-01	3.627e-01	3.614e-01	9.125e-02	3.911e-01
2.180e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.076e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.313e-01	3.103e-01	3.627e-01	3.614e-01	9.125e-02	3.911e-01
2.190e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.076e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.313e-01	3.103e-01	3.627e-01	3.614e-01	9.125e-02	3.911e-01
2.200e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.076e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.313e-01	3.103e-01	3.627e-01	3.614e-01	9.125e-02	3.911e-01
2.210e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.076e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.313e-01	3.182e-01	3.627e-01	3.614e-01	9.125e-02	3.911e-01
2.220e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.076e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.313e-01	3.182e-01	3.627e-01	3.614e-01	9.125e-02	3.911e-01
2.230e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.076e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.313e-01	3.182e-01	3.627e-01	3.614e-01	9.125e-02	3.911e-01
2.240e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.076e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.313e-01	3.182e-01	3.627e-01	3.614e-01	9.285e-02	3.911e-01
2.250e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.076e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.313e-01	3.182e-01	3.627e-01	3.614e-01	9.285e-02	3.911e-01
2.260e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.076e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.313e-01	3.182e-01	3.676e-01	3.614e-01	9.285e-02	3.911e-01
2.270e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.076e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.313e-01	3.182e-01	3.676e-01	3.614e-01	9.285e-02	3.911e-01
2.280e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.012e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.313e-01	3.182e-01	3.676e-01	3.614e-01	9.285e-02	3.911e-01
2.290e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.012e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.313e-01	3.182e-01	3.676e-01	3.614e-01	9.285e-02	3.911e-01
2.300e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.012e-01	3.461e-01	3.554e-01	3.233e-01	3.701e-01	3.313e-01	3.182e-01	3.676e-01	3.614e-01	9.285e-02	3.911e-01
2.310e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.012e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.313e-01	3.182e-01	3.676e-01	3.614e-01	9.556e-02	3.911e-01
2.320e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.012e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.313e-01	3.182e-01	3.676e-01	3.614e-01	9.556e-02	3.911e-01
2.330e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.012e-01	3.461e-01	3.554e-01	3.233e-01	3.691e-01	3.313e-01	3.182e-01	3.676e-01	3.614e-01	9.556e-02	3.911e-01
2.340e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.012e-01	3.461e-01	3.581e-01	3.317e-01	3.708e-01	3.313e-01	3.182e-01	3.676e-01	3.614e-01	9.556e-02	3.911e-01
2.350e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.012e-01	3.461e-01	3.581e-01	3.317e-01	3.708e-01	3.323e-01	3.182e-01	3.676e-01	3.614e-01	9.556e-02	3.911e-01
2.360e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.012e-01	3.461e-01	3.581e-01	3.317e-01	3.708e-01	3.323e-01	3.182e-01	3.676e-01	3.614e-01	9.556e-02	3.911e-01
2.370e+04	3.461e-01	3.461e-01	3.464e-01	2.124e-01	1.012e-01	3.461e-01	3.592e-01	3.317e-01	3.708e-01	3.323e-01	3.182e-01	3.676e-01	3.614e-01	9.556e-02	3.911e-01
2.380e+04	3.461e-01	3.461e-01	3.464e-01	2.081e-01	1.012e-01	3.461e-01	3.592e-01	3.317e-01	3.708e-01	3.323e-01	3.182e-01	3.676e-01	3.614e-01	9.556e-02	3.911e-01
2.390e+04	3.461e-01	3.461e-01	3.464e-01	2.081e-01	1.012e-01	3.461e-01	3.592e-01	3.317e-01	3.708e-01	3.323e-01	3.182e-01	3.676e-01	3.608e-01	9.285e-02	3.911e-01
2.400e+04	3.461e-01	3.461e-01	3.464e-01	2.081e-01	1.012e-01	3.461e-01	3.581e-01	3.317e-01	3.691e-01	3.323e-01	3.182e-01	3.676e-01	3.608e-01	9.285e-02	3.911e-01
2.410e+04	3.461e-01	3.461e-01	3.464e-01	2.081e-01	1.012e-01	3.461e-01	3.581e-01	3.317e-01	3.691e-01	3.323e-01	3.182e-01	3.676e-01	3.608e-01	9.285e-02	3.911e-01
2.420e+04	3.461e-01	3.461e-01	3.464e-01	2.081e-01	1.012e-01	3.461e-01	3.581e-01	3.317e-01	3.691e-01	3.323e-01	3.182e-01	3.676e-01	3.608e-01	9.285e-02	3.911e-01
