n.evals.q.1.0.	mopm._.me.hebbian.network.best.quality.maturePerformance	mopm._.me.hebbian.network.best.quality.maturePerformance.min	mopm._.me.hebbian.network.best.quality.maturePerformance.max	mopm._.me.hebbian.layer.best.quality.maturePerformance	mopm._.me.hebbian.layer.best.quality.maturePerformance.min	mopm._.me.hebbian.layer.best.quality.maturePerformance.max	mopm._.me.hebbian.neuron.best.quality.maturePerformance	mopm._.me.hebbian.neuron.best.quality.maturePerformance.min	mopm._.me.hebbian.neuron.best.quality.maturePerformance.max	mopm._.me.hebbian.synapse.best.quality.maturePerformance	mopm._.me.hebbian.synapse.best.quality.maturePerformance.min	mopm._.me.hebbian.synapse.best.quality.maturePerformance.max	mopm._.me.freeForm.best.quality.maturePerformance	mopm._.me.freeForm.best.quality.maturePerformance.min	mopm._.me.freeForm.best.quality.maturePerformance.max
1.220e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.816e-01	5.955e-01	5.719e-01	6.097e-01	4.722e-01	4.625e-01	4.910e-01
1.230e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.816e-01	5.979e-01	5.726e-01	6.097e-01	4.722e-01	4.653e-01	4.931e-01
1.240e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.816e-01	5.979e-01	5.726e-01	6.097e-01	4.740e-01	4.653e-01	4.931e-01
1.250e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.816e-01	5.979e-01	5.726e-01	6.097e-01	4.740e-01	4.653e-01	4.931e-01
1.260e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.816e-01	5.979e-01	5.726e-01	6.097e-01	4.740e-01	4.653e-01	4.931e-01
1.270e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.816e-01	5.979e-01	5.726e-01	6.097e-01	4.740e-01	4.653e-01	4.931e-01
1.280e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.819e-01	5.979e-01	5.726e-01	6.097e-01	4.757e-01	4.653e-01	4.931e-01
1.290e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.819e-01	5.979e-01	5.729e-01	6.097e-01	4.757e-01	4.653e-01	4.931e-01
1.300e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.819e-01	5.979e-01	5.729e-01	6.097e-01	4.757e-01	4.653e-01	4.931e-01
1.310e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.819e-01	5.979e-01	5.729e-01	6.128e-01	4.757e-01	4.653e-01	4.931e-01
1.320e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.819e-01	5.979e-01	5.729e-01	6.128e-01	4.757e-01	4.653e-01	4.931e-01
1.330e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.792e-01	4.653e-01	4.931e-01
1.340e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.792e-01	4.653e-01	4.931e-01
1.350e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.806e-01	4.670e-01	4.931e-01
1.360e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.809e-01	4.670e-01	4.931e-01
1.370e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.809e-01	4.670e-01	4.931e-01
1.380e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.809e-01	4.670e-01	4.931e-01
1.390e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.809e-01	4.670e-01	4.931e-01
1.400e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.719e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.809e-01	4.670e-01	4.931e-01
1.410e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.809e-01	4.670e-01	4.931e-01
1.420e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.809e-01	4.670e-01	4.931e-01
1.430e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.809e-01	4.677e-01	4.931e-01
1.440e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.809e-01	4.677e-01	4.931e-01
1.450e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.809e-01	4.677e-01	4.931e-01
1.460e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.809e-01	4.677e-01	4.931e-01
1.470e+04	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.813e-01	4.677e-01	4.931e-01
1.480e+04	4.757e-01	4.757e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.813e-01	4.677e-01	4.948e-01
1.490e+04	4.757e-01	4.757e-01	4.757e-01	4.757e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.813e-01	4.677e-01	4.948e-01
1.500e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.813e-01	4.677e-01	4.948e-01
1.510e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.813e-01	4.677e-01	4.948e-01
1.520e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.813e-01	4.677e-01	4.948e-01
1.530e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.847e-01	5.979e-01	5.729e-01	6.128e-01	4.813e-01	4.677e-01	4.948e-01
1.540e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.854e-01	5.979e-01	5.729e-01	6.128e-01	4.813e-01	4.688e-01	4.948e-01
1.550e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.854e-01	5.979e-01	5.729e-01	6.128e-01	4.826e-01	4.688e-01	4.948e-01
1.560e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.854e-01	5.979e-01	5.729e-01	6.128e-01	4.833e-01	4.688e-01	4.948e-01
1.570e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.854e-01	5.979e-01	5.729e-01	6.128e-01	4.833e-01	4.688e-01	4.948e-01
1.580e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.747e-01	5.521e-01	5.854e-01	5.979e-01	5.729e-01	6.128e-01	4.847e-01	4.688e-01	4.948e-01
1.590e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.747e-01	5.538e-01	5.854e-01	5.979e-01	5.729e-01	6.128e-01	4.847e-01	4.726e-01	4.948e-01
1.600e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.747e-01	5.538e-01	5.854e-01	5.979e-01	5.729e-01	6.128e-01	4.847e-01	4.726e-01	4.948e-01
1.610e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.747e-01	5.538e-01	5.854e-01	5.979e-01	5.729e-01	6.128e-01	4.847e-01	4.726e-01	4.948e-01
1.620e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.747e-01	5.538e-01	5.854e-01	5.979e-01	5.729e-01	6.128e-01	4.847e-01	4.726e-01	4.948e-01
1.630e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.747e-01	5.538e-01	5.854e-01	5.979e-01	5.729e-01	6.128e-01	4.847e-01	4.726e-01	4.948e-01
1.640e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.747e-01	5.538e-01	5.854e-01	5.979e-01	5.729e-01	6.128e-01	4.847e-01	4.726e-01	4.948e-01
1.650e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.747e-01	5.538e-01	5.854e-01	5.979e-01	5.729e-01	6.128e-01	4.847e-01	4.733e-01	4.948e-01
1.660e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.538e-01	5.854e-01	5.979e-01	5.729e-01	6.128e-01	4.847e-01	4.733e-01	4.948e-01
1.670e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.538e-01	5.854e-01	5.979e-01	5.729e-01	6.128e-01	4.847e-01	4.733e-01	4.948e-01
1.680e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.538e-01	5.854e-01	5.979e-01	5.729e-01	6.128e-01	4.847e-01	4.733e-01	4.948e-01
1.690e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.538e-01	5.854e-01	5.979e-01	5.729e-01	6.128e-01	4.847e-01	4.733e-01	4.948e-01
1.700e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.538e-01	5.854e-01	5.979e-01	5.747e-01	6.128e-01	4.847e-01	4.733e-01	4.948e-01
1.710e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.562e-01	5.854e-01	5.979e-01	5.747e-01	6.128e-01	4.847e-01	4.733e-01	4.948e-01
1.720e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.562e-01	5.854e-01	5.979e-01	5.747e-01	6.128e-01	4.847e-01	4.733e-01	4.948e-01
1.730e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.562e-01	5.854e-01	5.979e-01	5.747e-01	6.128e-01	4.847e-01	4.733e-01	4.948e-01
1.740e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.562e-01	5.854e-01	5.979e-01	5.747e-01	6.128e-01	4.847e-01	4.733e-01	4.948e-01
1.750e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.562e-01	5.854e-01	5.979e-01	5.747e-01	6.128e-01	4.847e-01	4.733e-01	4.948e-01
1.760e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.854e-01	5.979e-01	5.747e-01	6.128e-01	4.847e-01	4.733e-01	4.948e-01
1.770e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.854e-01	5.979e-01	5.747e-01	6.128e-01	4.847e-01	4.733e-01	4.948e-01
1.780e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.854e-01	5.979e-01	5.747e-01	6.128e-01	4.847e-01	4.733e-01	4.948e-01
1.790e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.854e-01	5.979e-01	5.747e-01	6.128e-01	4.847e-01	4.771e-01	4.948e-01
1.800e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.854e-01	5.979e-01	5.747e-01	6.128e-01	4.868e-01	4.771e-01	4.969e-01
1.810e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.854e-01	5.979e-01	5.747e-01	6.128e-01	4.868e-01	4.771e-01	4.969e-01
1.820e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.854e-01	5.979e-01	5.747e-01	6.128e-01	4.868e-01	4.771e-01	4.969e-01
1.830e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.854e-01	5.979e-01	5.747e-01	6.128e-01	4.868e-01	4.771e-01	4.969e-01
1.840e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.854e-01	5.979e-01	5.747e-01	6.128e-01	4.868e-01	4.771e-01	4.969e-01
1.850e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.854e-01	5.979e-01	5.747e-01	6.128e-01	4.868e-01	4.771e-01	4.969e-01
1.860e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.878e-01	5.979e-01	5.747e-01	6.128e-01	4.868e-01	4.771e-01	4.972e-01
1.870e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.878e-01	5.979e-01	5.747e-01	6.128e-01	4.868e-01	4.771e-01	4.972e-01
1.880e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.878e-01	5.979e-01	5.747e-01	6.128e-01	4.868e-01	4.771e-01	4.972e-01
1.890e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.903e-01	5.979e-01	5.747e-01	6.128e-01	4.868e-01	4.771e-01	4.972e-01
1.900e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.903e-01	5.979e-01	5.747e-01	6.128e-01	4.868e-01	4.771e-01	4.972e-01
1.910e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.903e-01	5.979e-01	5.747e-01	6.128e-01	4.868e-01	4.771e-01	4.972e-01
1.920e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.903e-01	5.979e-01	5.747e-01	6.128e-01	4.882e-01	4.771e-01	4.972e-01
1.930e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.903e-01	5.979e-01	5.747e-01	6.146e-01	4.882e-01	4.771e-01	5.028e-01
1.940e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.903e-01	5.979e-01	5.747e-01	6.146e-01	4.882e-01	4.771e-01	5.028e-01
1.950e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.903e-01	5.979e-01	5.747e-01	6.146e-01	4.882e-01	4.771e-01	5.028e-01
1.960e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.903e-01	5.979e-01	5.747e-01	6.146e-01	4.882e-01	4.771e-01	5.028e-01
1.970e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.903e-01	5.979e-01	5.747e-01	6.146e-01	4.882e-01	4.771e-01	5.028e-01
1.980e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.903e-01	5.979e-01	5.747e-01	6.146e-01	4.882e-01	4.771e-01	5.028e-01
1.990e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.903e-01	5.979e-01	5.747e-01	6.146e-01	4.882e-01	4.771e-01	5.028e-01
2.000e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.608e-01	5.903e-01	5.979e-01	5.747e-01	6.146e-01	4.882e-01	4.771e-01	5.028e-01
2.010e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.625e-01	5.903e-01	5.979e-01	5.747e-01	6.146e-01	4.882e-01	4.771e-01	5.028e-01
2.020e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.625e-01	5.903e-01	5.979e-01	5.747e-01	6.146e-01	4.896e-01	4.771e-01	5.028e-01
2.030e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.625e-01	5.903e-01	5.979e-01	5.747e-01	6.146e-01	4.896e-01	4.771e-01	5.028e-01
2.040e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.625e-01	5.903e-01	5.979e-01	5.747e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.050e+04	4.757e-01	4.757e-01	4.757e-01	4.760e-01	4.757e-01	4.764e-01	5.764e-01	5.625e-01	5.903e-01	5.979e-01	5.747e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.060e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.757e-01	4.764e-01	5.764e-01	5.625e-01	5.903e-01	5.979e-01	5.747e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.070e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.757e-01	4.764e-01	5.764e-01	5.625e-01	5.903e-01	5.979e-01	5.747e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.080e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.757e-01	4.764e-01	5.764e-01	5.625e-01	5.903e-01	5.979e-01	5.781e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.090e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.757e-01	4.764e-01	5.764e-01	5.625e-01	5.903e-01	5.979e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.100e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.757e-01	4.764e-01	5.764e-01	5.625e-01	5.903e-01	5.979e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.110e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.757e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.120e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.757e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.130e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.757e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.140e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.757e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.150e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.757e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.160e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.757e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.170e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.757e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.180e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.757e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.190e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.757e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.200e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.757e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.210e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.220e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.230e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.028e-01
2.240e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.115e-01
2.250e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.115e-01
2.260e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.115e-01
2.270e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.115e-01
2.280e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.115e-01
2.290e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.115e-01
2.300e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.799e-01	6.146e-01	4.896e-01	4.795e-01	5.153e-01
2.310e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.816e-01	6.146e-01	4.896e-01	4.816e-01	5.153e-01
2.320e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.816e-01	6.146e-01	4.896e-01	4.816e-01	5.153e-01
2.330e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.816e-01	6.146e-01	4.896e-01	4.816e-01	5.153e-01
2.340e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.816e-01	6.146e-01	4.896e-01	4.816e-01	5.153e-01
2.350e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.816e-01	6.146e-01	4.896e-01	4.816e-01	5.153e-01
2.360e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.816e-01	6.146e-01	4.896e-01	4.816e-01	5.153e-01
2.370e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.816e-01	6.146e-01	4.896e-01	4.816e-01	5.153e-01
2.380e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.816e-01	6.146e-01	4.896e-01	4.816e-01	5.153e-01
2.390e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.816e-01	6.146e-01	4.896e-01	4.816e-01	5.153e-01
2.400e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.816e-01	6.146e-01	4.896e-01	4.816e-01	5.153e-01
2.410e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.816e-01	6.146e-01	4.896e-01	4.816e-01	5.153e-01
2.420e+04	4.757e-01	4.757e-01	4.757e-01	4.764e-01	4.760e-01	4.767e-01	5.764e-01	5.625e-01	5.903e-01	5.990e-01	5.816e-01	6.146e-01	4.896e-01	4.816e-01	5.153e-01
