n.evals.q.1.0.	train._.me.hebbian.network.best.quality.consistency	train._.me.hebbian.network.best.quality.consistency.min	train._.me.hebbian.network.best.quality.consistency.max	train._.me.hebbian.layer.best.quality.consistency	train._.me.hebbian.layer.best.quality.consistency.min	train._.me.hebbian.layer.best.quality.consistency.max	train._.me.hebbian.neuron.best.quality.consistency	train._.me.hebbian.neuron.best.quality.consistency.min	train._.me.hebbian.neuron.best.quality.consistency.max	train._.me.hebbian.synapse.best.quality.consistency	train._.me.hebbian.synapse.best.quality.consistency.min	train._.me.hebbian.synapse.best.quality.consistency.max	train._.me.freeForm.best.quality.consistency	train._.me.freeForm.best.quality.consistency.min	train._.me.freeForm.best.quality.consistency.max
7.290e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.300e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.310e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.320e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.330e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.340e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.350e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.360e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.370e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.380e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.390e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	7.137e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.400e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	7.137e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.410e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	7.137e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.420e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	7.137e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.430e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	7.137e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.440e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	7.137e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.450e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	7.137e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.460e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	7.137e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.470e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	7.137e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.480e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	7.137e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.490e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	7.137e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.500e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.510e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.520e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.530e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.843e+00	0.000e+00	0.000e+00	9.701e-06
7.540e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.550e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.560e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.570e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.580e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.660e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.590e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.266e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.600e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.266e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.610e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.266e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.620e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.266e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.630e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.266e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.640e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.266e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.650e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.266e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.660e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.266e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.670e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.266e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.680e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.266e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.690e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.266e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.700e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.266e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.710e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.266e+00	8.030e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.720e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.730e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.740e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.954e+01	1.034e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.750e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.275e+01	1.034e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.760e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.275e+01	1.034e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.770e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.275e+01	1.034e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.780e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.275e+01	1.034e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.790e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.275e+01	1.034e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.800e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.275e+01	1.034e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.810e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.275e+01	1.034e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.820e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.830e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.840e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.850e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.860e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.870e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.880e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.890e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.900e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.910e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.920e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.930e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.940e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.950e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.960e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.970e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.980e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
7.990e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
8.000e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
8.010e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.020e+00	4.537e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
8.020e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.020e+00	4.537e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
8.030e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
8.040e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
8.050e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
8.060e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
8.070e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
8.080e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
8.090e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	1.055e+01	2.628e+01	1.266e+00	7.338e-01	1.838e+00	0.000e+00	0.000e+00	9.701e-06
8.100e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	2.628e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.110e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	2.628e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.120e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	2.499e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.130e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	2.499e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.140e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	2.499e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.150e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	2.499e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.160e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	2.499e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.170e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	2.499e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.180e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	2.499e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.190e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	2.499e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.200e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	2.499e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.210e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.220e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.230e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.240e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.250e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.260e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.270e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.280e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.290e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.300e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.310e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.324e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.320e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.330e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.340e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.350e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.360e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.370e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.380e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.390e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.400e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.410e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.420e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.430e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.440e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.450e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.081e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.460e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.086e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.470e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.086e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.480e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.086e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
8.490e+04	9.933e+01	2.941e+01	1.242e+02	1.614e+02	2.439e+01	1.690e+02	1.789e+01	8.527e+00	3.086e+01	1.020e+00	7.338e-01	1.660e+00	0.000e+00	0.000e+00	9.701e-06
