problem.name;solver.name;randomGenerator.seed;numberOfInnerLayers→replace.all;n.iterations;n.evals;n.births;elapsed.secs;all→size;firsts→size;lasts→size;all→each[genotype]→uniqueness;all→each[solution]→uniqueness;all→each[quality]→uniqueness;best→genotype→size;best→quality→maturePerformance;best→quality→increase;best→quality→inconsistency
nav-lives;me-hebbian-neuron;2;[8];16;1600;1600;2.45950e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;5.24394e-01;5.32455e-01;4.98052e-01
nav-lives;me-hebbian-neuron;1;[8];17;1700;1700;2.51500e+01;17;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];17;1700;1700;2.58840e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;5.24394e-01;5.32455e-01;4.98052e-01
nav-lives;me-hebbian-neuron;1;[8];18;1800;1800;2.66010e+01;17;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];18;1800;1800;2.74550e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;5.24394e-01;5.32455e-01;4.98052e-01
nav-lives;me-hebbian-neuron;1;[8];19;1900;1900;2.79260e+01;17;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];19;1900;1900;2.87180e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;5.24394e-01;5.32455e-01;4.98052e-01
nav-lives;me-hebbian-neuron;1;[8];20;2000;2000;2.93570e+01;17;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];20;2000;2000;3.00940e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;5.24394e-01;5.32455e-01;4.98052e-01
nav-lives;me-hebbian-neuron;1;[8];21;2100;2100;3.08030e+01;17;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];21;2100;2100;3.15280e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;5.24394e-01;5.32455e-01;4.98052e-01
nav-lives;me-hebbian-neuron;1;[8];22;2200;2200;3.22360e+01;17;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];22;2200;2200;3.29090e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;5.24394e-01;5.32455e-01;4.98052e-01
nav-lives;me-hebbian-neuron;1;[8];23;2300;2300;3.35620e+01;17;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];23;2300;2300;3.43190e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;5.24394e-01;5.32455e-01;4.98052e-01
nav-lives;me-hebbian-neuron;1;[8];24;2400;2400;3.50390e+01;17;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];24;2400;2400;3.57040e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99789e-01;1.00675e+00;4.38926e-04
nav-lives;me-hebbian-neuron;1;[8];25;2500;2500;3.63830e+01;17;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];25;2500;2500;3.70430e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99789e-01;1.00675e+00;4.38926e-04
nav-lives;me-hebbian-neuron;1;[8];26;2600;2600;3.78360e+01;17;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];26;2600;2600;3.84380e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99789e-01;1.00675e+00;4.38926e-04
nav-lives;me-hebbian-neuron;1;[8];27;2700;2700;3.91510e+01;17;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];27;2700;2700;3.98350e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99789e-01;1.00675e+00;4.38926e-04
nav-lives;me-hebbian-neuron;1;[8];28;2800;2800;4.05830e+01;17;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];28;2800;2800;4.13500e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99789e-01;1.00675e+00;4.38926e-04
nav-lives;me-hebbian-neuron;1;[8];29;2900;2900;4.19230e+01;17;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];29;2900;2900;4.26650e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99789e-01;1.00675e+00;4.38926e-04
nav-lives;me-hebbian-neuron;1;[8];30;3000;3000;4.33240e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];30;3000;3000;4.40360e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99789e-01;1.00675e+00;4.38926e-04
nav-lives;me-hebbian-neuron;1;[8];31;3100;3100;4.47250e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];31;3100;3100;4.54050e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99789e-01;1.00675e+00;4.38926e-04
nav-lives;me-hebbian-neuron;1;[8];32;3200;3200;4.60820e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];32;3200;3200;4.67870e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99789e-01;1.00675e+00;4.38926e-04
nav-lives;me-hebbian-neuron;1;[8];33;3300;3300;4.75000e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];33;3300;3300;4.82180e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99789e-01;1.00675e+00;4.38926e-04
nav-lives;me-hebbian-neuron;1;[8];34;3400;3400;4.89320e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];34;3400;3400;4.95650e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99789e-01;1.00675e+00;4.38926e-04
nav-lives;me-hebbian-neuron;1;[8];35;3500;3500;5.03160e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];35;3500;3500;5.09960e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99789e-01;1.00675e+00;4.38926e-04
nav-lives;me-hebbian-neuron;1;[8];36;3600;3600;5.17080e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];36;3600;3600;5.23970e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99789e-01;1.00675e+00;4.38926e-04
nav-lives;me-hebbian-neuron;1;[8];37;3700;3700;5.30880e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];37;3700;3700;5.37760e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99789e-01;1.00675e+00;4.38926e-04
nav-lives;me-hebbian-neuron;1;[8];38;3800;3800;5.44830e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];38;3800;3800;5.51540e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99789e-01;1.00675e+00;4.38926e-04
nav-lives;me-hebbian-neuron;1;[8];39;3900;3900;5.58840e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];39;3900;3900;5.65590e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99789e-01;1.00675e+00;4.38926e-04
nav-lives;me-hebbian-neuron;1;[8];40;4000;4000;5.72490e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];40;4000;4000;5.79810e+01;19;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99789e-01;1.00675e+00;4.38926e-04
nav-lives;me-hebbian-neuron;1;[8];41;4100;4100;5.86680e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];41;4100;4100;5.93710e+01;19;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99827e-01;1.00605e+00;2.10518e-07
nav-lives;me-hebbian-neuron;1;[8];42;4200;4200;6.00440e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];42;4200;4200;6.07220e+01;19;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99827e-01;1.00605e+00;2.10518e-07
nav-lives;me-hebbian-neuron;1;[8];43;4300;4300;6.14680e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];43;4300;4300;6.21430e+01;19;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99827e-01;1.00605e+00;2.10518e-07
nav-lives;me-hebbian-neuron;1;[8];44;4400;4400;6.28400e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];44;4400;4400;6.35580e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99827e-01;1.00605e+00;2.10518e-07
nav-lives;me-hebbian-neuron;1;[8];45;4500;4500;6.42590e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;6.82604e-01;6.88895e-01;2.41549e-01
nav-lives;me-hebbian-neuron;2;[8];45;4500;4500;6.49440e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99827e-01;1.00605e+00;2.10518e-07
nav-lives;me-hebbian-neuron;1;[8];46;4600;4600;6.56470e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;7.99682e-01;8.05967e-01;3.98012e-01
nav-lives;me-hebbian-neuron;2;[8];46;4600;4600;6.64200e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99827e-01;1.00605e+00;2.10518e-07
nav-lives;me-hebbian-neuron;1;[8];47;4700;4700;6.70770e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;7.99682e-01;8.05967e-01;3.98012e-01
nav-lives;me-hebbian-neuron;2;[8];47;4700;4700;6.77470e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99827e-01;1.00605e+00;2.10518e-07
nav-lives;me-hebbian-neuron;1;[8];48;4800;4800;6.84820e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;8.33045e-01;8.39536e-01;3.71880e-01
nav-lives;me-hebbian-neuron;2;[8];48;4800;4800;6.91550e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99827e-01;1.00605e+00;2.10518e-07
nav-lives;me-hebbian-neuron;1;[8];49;4900;4900;6.98250e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;8.33045e-01;8.39536e-01;3.71880e-01
nav-lives;me-hebbian-neuron;2;[8];49;4900;4900;7.05460e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99827e-01;1.00605e+00;2.10518e-07
nav-lives;me-hebbian-neuron;1;[8];50;5000;5000;7.12130e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;8.33045e-01;8.39536e-01;3.71880e-01
nav-lives;me-hebbian-neuron;2;[8];50;5000;5000;7.19270e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99827e-01;1.00605e+00;2.10518e-07
nav-lives;me-hebbian-neuron;1;[8];51;5100;5100;7.26040e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;8.33045e-01;8.39536e-01;3.71880e-01
nav-lives;me-hebbian-neuron;2;[8];51;5100;5100;7.32800e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99827e-01;1.00605e+00;2.10518e-07
nav-lives;me-hebbian-neuron;1;[8];52;5200;5200;7.39780e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;8.33045e-01;8.39536e-01;3.71880e-01
nav-lives;me-hebbian-neuron;2;[8];52;5200;5200;7.46910e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99827e-01;1.00605e+00;2.10518e-07
nav-lives;me-hebbian-neuron;1;[8];53;5300;5300;7.53610e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;8.33045e-01;8.39536e-01;3.71880e-01
nav-lives;me-hebbian-neuron;2;[8];53;5300;5300;7.61460e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99827e-01;1.00605e+00;2.10518e-07
nav-lives;me-hebbian-neuron;1;[8];54;5400;5400;7.68770e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;8.33045e-01;8.39536e-01;3.71880e-01
nav-lives;me-hebbian-neuron;2;[8];54;5400;5400;7.74980e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];55;5500;5500;7.82050e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;8.33045e-01;8.39536e-01;3.71880e-01
nav-lives;me-hebbian-neuron;2;[8];55;5500;5500;7.89050e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];56;5600;5600;7.95770e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;8.33045e-01;8.39536e-01;3.71880e-01
nav-lives;me-hebbian-neuron;2;[8];56;5600;5600;8.03390e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];57;5700;5700;8.10570e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99624e-01;1.00617e+00;3.92658e-04
nav-lives;me-hebbian-neuron;2;[8];57;5700;5700;8.17460e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];58;5800;5800;8.24430e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99704e-01;1.00619e+00;2.98587e-04
nav-lives;me-hebbian-neuron;2;[8];58;5800;5800;8.31040e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];59;5900;5900;8.38440e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99704e-01;1.00619e+00;2.98587e-04
nav-lives;me-hebbian-neuron;2;[8];59;5900;5900;8.45160e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];60;6000;6000;8.51890e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99704e-01;1.00619e+00;2.98587e-04
nav-lives;me-hebbian-neuron;2;[8];60;6000;6000;8.58710e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];61;6100;6100;8.65400e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99704e-01;1.00619e+00;2.98587e-04
nav-lives;me-hebbian-neuron;2;[8];61;6100;6100;8.72660e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];62;6200;6200;8.79910e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99704e-01;1.00619e+00;2.98587e-04
nav-lives;me-hebbian-neuron;2;[8];62;6200;6200;8.86760e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];63;6300;6300;8.93760e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99704e-01;1.00619e+00;2.98587e-04
nav-lives;me-hebbian-neuron;2;[8];63;6300;6300;9.01100e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];64;6400;6400;9.07490e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99704e-01;1.00619e+00;2.98587e-04
nav-lives;me-hebbian-neuron;2;[8];64;6400;6400;9.14630e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];65;6500;6500;9.21300e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99704e-01;1.00619e+00;2.98587e-04
nav-lives;me-hebbian-neuron;2;[8];65;6500;6500;9.28160e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];66;6600;6600;9.35210e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99704e-01;1.00619e+00;2.98587e-04
nav-lives;me-hebbian-neuron;2;[8];66;6600;6600;9.42120e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];67;6700;6700;9.49110e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99704e-01;1.00619e+00;2.98587e-04
nav-lives;me-hebbian-neuron;2;[8];67;6700;6700;9.57040e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];68;6800;6800;9.63720e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99704e-01;1.00619e+00;2.98587e-04
nav-lives;me-hebbian-neuron;2;[8];68;6800;6800;9.70230e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];69;6900;6900;9.77980e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99704e-01;1.00619e+00;2.98587e-04
nav-lives;me-hebbian-neuron;2;[8];69;6900;6900;9.84510e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];70;7000;7000;9.91680e+01;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99704e-01;1.00619e+00;2.98587e-04
nav-lives;me-hebbian-neuron;2;[8];70;7000;7000;9.98170e+01;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];71;7100;7100;1.00524e+02;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99704e-01;1.00619e+00;2.98587e-04
nav-lives;me-hebbian-neuron;2;[8];71;7100;7100;1.01212e+02;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];72;7200;7200;1.01899e+02;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99704e-01;1.00619e+00;2.98587e-04
nav-lives;me-hebbian-neuron;2;[8];72;7200;7200;1.02612e+02;20;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99911e-01;1.00679e+00;1.21163e-07
nav-lives;me-hebbian-neuron;1;[8];73;7300;7300;1.03274e+02;18;1;1;1.00000e+00;1.00000e+00;1.00000e+00;40;9.99704e-01;1.00619e+00;2.98587e-04
