n.evals.q.1.0.	train._.me.hebbian.network.best.quality.fitness	train._.me.hebbian.network.best.quality.fitness.min	train._.me.hebbian.network.best.quality.fitness.max	train._.me.hebbian.layer.best.quality.fitness	train._.me.hebbian.layer.best.quality.fitness.min	train._.me.hebbian.layer.best.quality.fitness.max	train._.me.hebbian.neuron.best.quality.fitness	train._.me.hebbian.neuron.best.quality.fitness.min	train._.me.hebbian.neuron.best.quality.fitness.max	train._.me.hebbian.synapse.best.quality.fitness	train._.me.hebbian.synapse.best.quality.fitness.min	train._.me.hebbian.synapse.best.quality.fitness.max	train._.me.freeForm.best.quality.fitness	train._.me.freeForm.best.quality.fitness.min	train._.me.freeForm.best.quality.fitness.max
1.350e+04	2.324e+01	1.366e+00	4.025e+01	6.202e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.865e+02	4.815e+02	4.893e+02	4.990e+01	3.273e+01	2.339e+02
1.360e+04	2.324e+01	1.366e+00	4.025e+01	6.202e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.865e+02	4.815e+02	4.893e+02	4.990e+01	3.273e+01	2.339e+02
1.370e+04	2.324e+01	1.366e+00	4.025e+01	6.202e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.865e+02	4.815e+02	4.893e+02	4.990e+01	3.273e+01	2.339e+02
1.380e+04	2.324e+01	1.366e+00	4.025e+01	6.202e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.865e+02	4.818e+02	4.893e+02	4.990e+01	3.273e+01	2.339e+02
1.390e+04	2.324e+01	1.366e+00	4.025e+01	6.202e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.865e+02	4.818e+02	4.893e+02	4.990e+01	3.273e+01	2.339e+02
1.400e+04	2.324e+01	1.366e+00	4.025e+01	6.202e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.865e+02	4.818e+02	4.893e+02	4.990e+01	3.273e+01	2.339e+02
1.410e+04	2.324e+01	1.366e+00	4.025e+01	6.202e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.899e+02	4.990e+01	3.273e+01	2.339e+02
1.420e+04	2.324e+01	1.366e+00	4.025e+01	6.202e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.899e+02	4.990e+01	3.273e+01	2.339e+02
1.430e+04	2.324e+01	1.366e+00	4.025e+01	6.202e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.899e+02	4.990e+01	3.273e+01	2.339e+02
1.440e+04	2.324e+01	1.366e+00	4.025e+01	6.202e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.899e+02	4.990e+01	3.273e+01	2.339e+02
1.450e+04	2.324e+01	1.366e+00	4.025e+01	6.202e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.899e+02	4.990e+01	3.273e+01	2.339e+02
1.460e+04	3.146e+01	1.366e+00	4.025e+01	6.202e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.899e+02	4.990e+01	3.373e+01	2.339e+02
1.470e+04	3.146e+01	1.366e+00	4.025e+01	6.202e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.899e+02	4.990e+01	3.373e+01	2.339e+02
1.480e+04	3.146e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.899e+02	4.990e+01	3.373e+01	2.339e+02
1.490e+04	3.146e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.899e+02	4.990e+01	3.373e+01	2.339e+02
1.500e+04	3.146e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.899e+02	4.990e+01	3.373e+01	2.339e+02
1.510e+04	3.146e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.899e+02	4.990e+01	3.373e+01	2.339e+02
1.520e+04	3.146e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.901e+02	4.990e+01	3.373e+01	2.339e+02
1.530e+04	3.146e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.901e+02	4.990e+01	3.373e+01	2.339e+02
1.540e+04	3.146e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.901e+02	4.990e+01	3.373e+01	2.339e+02
1.550e+04	3.146e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.967e+02	4.990e+01	3.373e+01	2.339e+02
1.560e+04	3.146e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.967e+02	4.990e+01	3.373e+01	2.339e+02
1.570e+04	3.146e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.967e+02	4.990e+01	3.373e+01	2.339e+02
1.580e+04	3.146e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	7.635e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.967e+02	4.990e+01	3.375e+01	2.339e+02
1.590e+04	3.146e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	9.144e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.967e+02	1.977e+02	3.375e+01	2.457e+02
1.600e+04	3.146e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	9.144e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.967e+02	1.977e+02	3.375e+01	2.457e+02
1.610e+04	3.146e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	9.144e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.967e+02	1.977e+02	3.375e+01	2.457e+02
1.620e+04	3.146e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	9.144e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.818e+02	4.967e+02	1.977e+02	3.375e+01	2.457e+02
1.630e+04	3.622e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	9.144e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.849e+02	4.967e+02	1.977e+02	3.375e+01	2.457e+02
1.640e+04	3.622e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	9.144e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.849e+02	4.967e+02	1.977e+02	3.375e+01	2.457e+02
1.650e+04	3.622e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	9.144e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.849e+02	4.967e+02	1.977e+02	3.375e+01	2.457e+02
1.660e+04	3.622e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	9.144e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.849e+02	4.967e+02	1.977e+02	3.375e+01	2.457e+02
1.670e+04	3.622e+01	1.366e+00	4.025e+01	6.364e+01	-1.947e+00	9.144e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.849e+02	4.967e+02	1.977e+02	3.375e+01	2.457e+02
1.680e+04	3.622e+01	1.366e+00	4.025e+01	6.364e+01	2.007e+00	9.144e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.849e+02	4.967e+02	1.977e+02	3.375e+01	2.657e+02
1.690e+04	3.622e+01	1.366e+00	4.025e+01	6.364e+01	2.007e+00	9.144e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.849e+02	4.967e+02	1.977e+02	3.375e+01	2.657e+02
1.700e+04	3.622e+01	1.366e+00	4.025e+01	6.364e+01	2.007e+00	9.144e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.849e+02	4.967e+02	1.977e+02	3.375e+01	2.657e+02
1.710e+04	3.622e+01	1.366e+00	4.025e+01	6.364e+01	2.007e+00	9.144e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.849e+02	4.977e+02	1.977e+02	3.375e+01	2.657e+02
1.720e+04	3.622e+01	1.366e+00	4.025e+01	6.364e+01	2.007e+00	9.144e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.849e+02	4.977e+02	1.977e+02	3.375e+01	2.657e+02
1.730e+04	3.647e+01	1.366e+00	5.121e+01	6.364e+01	2.007e+00	9.144e+01	4.089e+02	3.623e+02	4.134e+02	4.884e+02	4.849e+02	4.977e+02	1.977e+02	3.375e+01	2.657e+02
1.740e+04	3.647e+01	1.366e+00	5.121e+01	6.364e+01	2.007e+00	9.144e+01	4.123e+02	3.623e+02	4.282e+02	4.884e+02	4.849e+02	4.977e+02	1.977e+02	3.375e+01	2.657e+02
1.750e+04	3.647e+01	1.366e+00	5.121e+01	6.364e+01	2.007e+00	9.144e+01	4.123e+02	3.623e+02	4.282e+02	4.884e+02	4.849e+02	4.977e+02	1.977e+02	3.375e+01	2.657e+02
1.760e+04	4.025e+01	1.366e+00	7.703e+01	6.375e+01	2.007e+00	9.144e+01	4.123e+02	3.911e+02	4.282e+02	4.884e+02	4.849e+02	4.977e+02	1.977e+02	3.375e+01	2.657e+02
1.770e+04	4.025e+01	1.366e+00	7.703e+01	6.375e+01	2.007e+00	9.144e+01	4.123e+02	3.911e+02	4.282e+02	4.884e+02	4.849e+02	4.977e+02	1.977e+02	3.375e+01	2.657e+02
1.780e+04	4.025e+01	1.366e+00	7.703e+01	6.375e+01	2.007e+00	9.144e+01	4.123e+02	3.911e+02	4.282e+02	4.884e+02	4.849e+02	4.977e+02	1.977e+02	3.375e+01	2.657e+02
1.790e+04	4.025e+01	1.366e+00	7.703e+01	6.375e+01	2.678e+00	9.144e+01	4.123e+02	3.911e+02	4.282e+02	4.884e+02	4.849e+02	4.977e+02	1.977e+02	3.375e+01	2.657e+02
1.800e+04	4.025e+01	1.366e+00	7.703e+01	6.375e+01	2.678e+00	9.144e+01	4.123e+02	3.911e+02	4.282e+02	4.884e+02	4.849e+02	4.977e+02	1.977e+02	3.375e+01	2.657e+02
1.810e+04	4.025e+01	1.366e+00	7.703e+01	6.375e+01	2.678e+00	9.144e+01	4.123e+02	3.911e+02	4.282e+02	4.901e+02	4.849e+02	4.977e+02	1.977e+02	3.375e+01	2.657e+02
1.820e+04	4.025e+01	1.366e+00	7.703e+01	6.375e+01	2.678e+00	9.144e+01	4.123e+02	3.911e+02	4.282e+02	4.901e+02	4.849e+02	4.977e+02	1.977e+02	3.375e+01	2.657e+02
1.830e+04	4.025e+01	1.366e+00	7.703e+01	6.375e+01	2.678e+00	9.144e+01	4.123e+02	3.911e+02	4.282e+02	4.901e+02	4.849e+02	5.048e+02	1.977e+02	3.375e+01	2.657e+02
1.840e+04	4.025e+01	1.366e+00	7.703e+01	6.713e+01	1.019e+01	9.144e+01	4.123e+02	3.911e+02	4.282e+02	4.903e+02	4.859e+02	5.048e+02	1.977e+02	3.375e+01	2.657e+02
1.850e+04	4.025e+01	1.366e+00	7.703e+01	6.713e+01	1.019e+01	9.144e+01	4.123e+02	3.911e+02	4.282e+02	4.903e+02	4.859e+02	5.048e+02	1.977e+02	3.375e+01	2.657e+02
1.860e+04	4.025e+01	1.366e+00	7.703e+01	6.713e+01	1.507e+01	9.144e+01	4.123e+02	3.911e+02	4.282e+02	4.903e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
1.870e+04	4.025e+01	1.366e+00	7.703e+01	6.713e+01	1.507e+01	9.144e+01	4.123e+02	3.911e+02	4.282e+02	4.946e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
1.880e+04	4.025e+01	1.366e+00	7.703e+01	6.713e+01	1.507e+01	9.144e+01	4.123e+02	3.982e+02	4.282e+02	4.946e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
1.890e+04	4.025e+01	1.366e+00	7.703e+01	6.713e+01	1.507e+01	9.144e+01	4.134e+02	3.982e+02	4.282e+02	4.946e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
1.900e+04	4.025e+01	1.366e+00	7.703e+01	6.713e+01	1.507e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.946e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
1.910e+04	4.025e+01	1.366e+00	7.703e+01	6.713e+01	1.507e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.946e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
1.920e+04	4.025e+01	1.366e+00	7.703e+01	6.713e+01	1.507e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.969e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
1.930e+04	4.025e+01	1.366e+00	7.703e+01	6.713e+01	1.507e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.969e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
1.940e+04	4.025e+01	1.366e+00	7.703e+01	6.713e+01	1.507e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.969e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
1.950e+04	4.025e+01	1.366e+00	7.703e+01	6.713e+01	1.507e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.969e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
1.960e+04	4.025e+01	1.366e+00	7.703e+01	6.713e+01	1.860e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.969e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
1.970e+04	4.025e+01	1.366e+00	7.703e+01	6.713e+01	1.860e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.969e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
1.980e+04	4.025e+01	1.366e+00	7.703e+01	6.722e+01	1.860e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.969e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
1.990e+04	4.025e+01	1.366e+00	7.703e+01	6.722e+01	1.860e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.969e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.000e+04	4.025e+01	1.366e+00	7.703e+01	6.722e+01	1.860e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.969e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.010e+04	4.025e+01	1.366e+00	7.703e+01	6.722e+01	1.860e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.969e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.020e+04	4.025e+01	1.366e+00	7.703e+01	6.722e+01	1.860e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.969e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.030e+04	4.025e+01	1.366e+00	7.703e+01	6.722e+01	1.860e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.969e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.040e+04	4.025e+01	1.366e+00	7.703e+01	6.722e+01	1.860e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.969e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.050e+04	4.025e+01	1.366e+00	7.703e+01	6.722e+01	1.860e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.969e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.060e+04	4.025e+01	1.366e+00	7.703e+01	6.722e+01	1.860e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.969e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.070e+04	4.025e+01	1.366e+00	7.703e+01	6.722e+01	1.860e+01	9.144e+01	4.134e+02	3.982e+02	4.343e+02	4.977e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.080e+04	4.025e+01	1.366e+00	7.703e+01	6.722e+01	1.860e+01	9.144e+01	4.156e+02	3.982e+02	4.343e+02	4.977e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.090e+04	4.025e+01	1.366e+00	7.703e+01	6.722e+01	1.860e+01	9.144e+01	4.156e+02	3.982e+02	4.343e+02	4.977e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.100e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.156e+02	3.982e+02	4.343e+02	4.977e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.110e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.156e+02	3.982e+02	4.343e+02	4.977e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.120e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.156e+02	3.982e+02	4.343e+02	4.977e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.130e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.156e+02	3.982e+02	4.343e+02	4.977e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.140e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.156e+02	3.982e+02	4.343e+02	4.977e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.150e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.156e+02	3.982e+02	4.343e+02	4.977e+02	4.863e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.160e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.156e+02	3.982e+02	4.343e+02	4.998e+02	4.917e+02	5.048e+02	1.992e+02	3.375e+01	2.657e+02
2.170e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.156e+02	3.990e+02	4.343e+02	4.998e+02	4.917e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.180e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.156e+02	3.990e+02	4.343e+02	4.998e+02	4.917e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.190e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.156e+02	3.990e+02	4.343e+02	4.998e+02	4.917e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.200e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.156e+02	3.990e+02	4.343e+02	4.998e+02	4.939e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.210e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.156e+02	3.990e+02	4.343e+02	4.998e+02	4.939e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.220e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.156e+02	3.990e+02	4.343e+02	4.998e+02	4.939e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.230e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.156e+02	3.990e+02	4.343e+02	4.998e+02	4.939e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.240e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.156e+02	3.990e+02	4.343e+02	4.998e+02	4.939e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.250e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.156e+02	3.990e+02	4.343e+02	4.998e+02	4.939e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.260e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.207e+02	4.050e+02	4.343e+02	4.998e+02	4.972e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.270e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.207e+02	4.050e+02	4.343e+02	4.998e+02	4.972e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.280e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.207e+02	4.050e+02	4.343e+02	4.998e+02	4.972e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.290e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.207e+02	4.050e+02	4.343e+02	4.998e+02	4.972e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.300e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.207e+02	4.050e+02	4.343e+02	4.998e+02	4.972e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.310e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.207e+02	4.050e+02	4.343e+02	4.998e+02	4.972e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.320e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.207e+02	4.050e+02	4.343e+02	4.998e+02	4.972e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.330e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.207e+02	4.050e+02	4.343e+02	4.998e+02	4.972e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.340e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.207e+02	4.050e+02	4.343e+02	4.998e+02	4.972e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.350e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.207e+02	4.050e+02	4.343e+02	4.998e+02	4.972e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.360e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.207e+02	4.050e+02	4.343e+02	4.998e+02	4.972e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.370e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.207e+02	4.050e+02	4.343e+02	4.998e+02	4.972e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.380e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.207e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.390e+04	4.025e+01	1.366e+00	7.703e+01	7.293e+01	1.860e+01	9.144e+01	4.207e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.400e+04	4.025e+01	1.366e+00	7.703e+01	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.410e+04	4.025e+01	1.366e+00	7.703e+01	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.048e+02	2.339e+02	3.375e+01	2.657e+02
2.420e+04	4.025e+01	1.366e+00	7.703e+01	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.051e+02	2.339e+02	3.375e+01	2.657e+02
2.430e+04	4.025e+01	1.366e+00	7.703e+01	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.051e+02	2.339e+02	3.375e+01	2.657e+02
2.440e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.051e+02	2.339e+02	3.375e+01	2.657e+02
2.450e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.051e+02	2.339e+02	3.375e+01	2.657e+02
2.460e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.051e+02	2.339e+02	3.375e+01	2.657e+02
2.470e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.339e+02	3.375e+01	2.657e+02
2.480e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.339e+02	3.375e+01	2.657e+02
2.490e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.339e+02	3.375e+01	2.657e+02
2.500e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.339e+02	3.375e+01	2.657e+02
2.510e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.339e+02	3.375e+01	2.657e+02
2.520e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.339e+02	3.375e+01	2.657e+02
2.530e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.339e+02	3.375e+01	2.657e+02
2.540e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.550e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
