n.evals.q.1.0.	train._.me.hebbian.network.best.quality.fitness	train._.me.hebbian.network.best.quality.fitness.min	train._.me.hebbian.network.best.quality.fitness.max	train._.me.hebbian.layer.best.quality.fitness	train._.me.hebbian.layer.best.quality.fitness.min	train._.me.hebbian.layer.best.quality.fitness.max	train._.me.hebbian.neuron.best.quality.fitness	train._.me.hebbian.neuron.best.quality.fitness.min	train._.me.hebbian.neuron.best.quality.fitness.max	train._.me.hebbian.synapse.best.quality.fitness	train._.me.hebbian.synapse.best.quality.fitness.min	train._.me.hebbian.synapse.best.quality.fitness.max	train._.me.freeForm.best.quality.fitness	train._.me.freeForm.best.quality.fitness.min	train._.me.freeForm.best.quality.fitness.max
4.980e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
4.990e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.000e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.010e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.020e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.030e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.040e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.050e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.060e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.070e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.080e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.090e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.100e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.110e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.120e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.130e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.140e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.150e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.160e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.170e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.180e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.190e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.200e+04	6.393e+01	1.517e+00	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.403e+02	4.253e+02	4.430e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.210e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.220e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.230e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.240e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.250e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.260e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.270e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.280e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.290e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.300e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.310e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.320e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.330e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.340e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.350e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.360e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.370e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.380e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.390e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.400e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.410e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.420e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.430e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.440e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.450e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.460e+04	7.703e+01	3.146e+01	1.163e+02	9.954e+01	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.470e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.480e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.490e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.500e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.510e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.520e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.530e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.540e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.550e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.560e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.570e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.580e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.590e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.600e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.610e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.620e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.630e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.640e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.650e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.660e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.670e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.680e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.690e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.700e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.710e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.720e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.730e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.740e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.750e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.760e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.770e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.780e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.790e+04	7.703e+01	3.146e+01	1.163e+02	1.047e+02	5.410e+01	1.207e+02	4.419e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.800e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.810e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.820e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.830e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.840e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	2.867e+02	3.375e+01	3.919e+02
5.850e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
5.860e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
5.870e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
5.880e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
5.890e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
5.900e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
5.910e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
5.920e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
5.930e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
5.940e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
5.950e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
5.960e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
5.970e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
5.980e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
5.990e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.000e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.010e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.020e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.030e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.040e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.050e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.060e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.070e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.080e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.090e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.100e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.110e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.120e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.130e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.140e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.150e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.160e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.170e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
6.180e+04	7.703e+01	3.146e+01	1.163e+02	1.096e+02	5.410e+01	1.237e+02	4.429e+02	4.253e+02	4.457e+02	5.066e+02	5.014e+02	5.095e+02	3.167e+02	3.375e+01	3.919e+02
