x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.1.00.fitness
3	6	nan	nan	3.160e-01	3.218e-01	3.218e-01
3	7	nan	nan	nan	nan	3.462e-01
3	8	nan	nan	3.577e-01	3.577e-01	3.912e-01
3	9	nan	3.911e-01	3.911e-01	3.911e-01	3.912e-01
4	0	nan	4.942e-01	4.942e-01	4.942e-01	4.946e-01
4	1	nan	4.908e-01	4.911e-01	4.912e-01	4.912e-01
4	2	nan	4.825e-01	4.826e-01	4.828e-01	4.829e-01
4	3	nan	nan	4.643e-01	4.662e-01	4.662e-01
4	4	nan	4.160e-01	4.401e-01	4.411e-01	4.411e-01
4	5	nan	nan	nan	3.985e-01	4.828e-01
4	6	nan	nan	nan	4.631e-01	4.829e-01
4	7	nan	nan	nan	nan	4.911e-01
4	8	nan	nan	nan	4.828e-01	4.828e-01
4	9	nan	4.827e-01	4.912e-01	4.913e-01	4.913e-01
5	0	nan	4.995e-01	4.995e-01	4.997e-01	4.997e-01
5	1	nan	5.078e-01	5.078e-01	5.078e-01	5.079e-01
5	2	nan	nan	nan	5.237e-01	5.245e-01
5	3	nan	5.323e-01	5.323e-01	5.496e-01	5.496e-01
5	4	nan	5.745e-01	5.897e-01	5.912e-01	5.912e-01
5	5	nan	nan	nan	nan	5.219e-01
5	6	nan	5.904e-01	5.904e-01	5.904e-01	5.904e-01
5	7	nan	5.654e-01	5.654e-01	5.654e-01	5.819e-01
5	8	nan	5.161e-01	5.829e-01	5.829e-01	5.909e-01
5	9	nan	5.412e-01	5.912e-01	5.914e-01	5.914e-01
6	0	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan
6	5	nan	6.746e-01	6.746e-01	6.746e-01	6.747e-01
6	6	nan	nan	6.912e-01	6.912e-01	6.913e-01
6	7	nan	nan	nan	nan	6.079e-01
6	8	nan	nan	6.742e-01	6.742e-01	6.830e-01
6	9	nan	6.912e-01	6.914e-01	6.914e-01	6.914e-01
7	0	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	7.746e-01	7.746e-01	7.914e-01	7.914e-01
7	7	nan	nan	7.412e-01	7.412e-01	7.914e-01
7	8	nan	nan	7.907e-01	7.907e-01	7.907e-01
7	9	nan	nan	7.416e-01	7.829e-01	7.913e-01
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	8.831e-01	8.913e-01	8.913e-01	8.914e-01
8	6	nan	nan	nan	8.747e-01	8.914e-01
8	7	nan	nan	nan	8.497e-01	8.913e-01
8	8	nan	nan	8.580e-01	8.580e-01	8.664e-01
8	9	nan	nan	nan	8.413e-01	8.413e-01
9	0	nan	9.997e-01	9.998e-01	9.999e-01	9.999e-01
9	1	nan	nan	9.913e-01	9.915e-01	9.915e-01
9	2	nan	9.831e-01	9.831e-01	9.831e-01	9.831e-01
9	3	nan	9.665e-01	9.665e-01	9.665e-01	9.747e-01
9	4	nan	nan	9.331e-01	9.413e-01	9.664e-01
9	5	nan	nan	9.330e-01	9.413e-01	9.497e-01
9	6	nan	nan	9.162e-01	9.162e-01	9.164e-01
9	7	nan	8.996e-01	8.996e-01	8.996e-01	8.997e-01
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan
