x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.1.00.fitness
5	0	nan	4.996e-01	4.996e-01	4.996e-01	4.996e-01
5	1	nan	nan	4.910e-01	5.079e-01	5.079e-01
5	2	nan	nan	nan	5.245e-01	5.245e-01
5	3	nan	5.412e-01	5.412e-01	5.412e-01	5.482e-01
5	4	nan	5.912e-01	5.912e-01	5.912e-01	5.912e-01
5	5	nan	nan	5.310e-01	5.310e-01	5.310e-01
5	6	nan	nan	5.909e-01	5.909e-01	5.909e-01
5	7	nan	5.456e-01	5.456e-01	5.633e-01	5.633e-01
5	8	nan	nan	nan	5.328e-01	5.579e-01
5	9	nan	5.661e-01	5.898e-01	5.898e-01	5.913e-01
6	0	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan
6	5	nan	6.158e-01	6.653e-01	6.733e-01	6.733e-01
6	6	nan	nan	nan	6.889e-01	6.889e-01
6	7	nan	nan	nan	nan	6.829e-01
6	8	nan	nan	nan	6.411e-01	6.828e-01
6	9	nan	6.830e-01	6.830e-01	6.913e-01	6.913e-01
7	0	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	7.580e-01	7.830e-01	7.830e-01	7.913e-01
7	7	nan	7.830e-01	7.830e-01	7.830e-01	7.830e-01
7	8	nan	6.995e-01	7.162e-01	7.163e-01	7.911e-01
7	9	nan	7.580e-01	7.911e-01	7.913e-01	7.914e-01
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	8.830e-01	8.831e-01	8.914e-01
8	6	nan	nan	8.080e-01	8.162e-01	8.164e-01
8	7	nan	nan	8.915e-01	8.915e-01	8.915e-01
8	8	nan	nan	8.413e-01	8.413e-01	8.414e-01
8	9	nan	nan	8.247e-01	8.247e-01	8.247e-01
9	0	nan	9.998e-01	9.998e-01	9.999e-01	9.999e-01
9	1	nan	9.912e-01	9.914e-01	9.915e-01	9.915e-01
9	2	nan	9.830e-01	9.832e-01	9.832e-01	9.832e-01
9	3	nan	nan	9.664e-01	9.664e-01	9.665e-01
9	4	nan	9.246e-01	9.580e-01	9.580e-01	9.580e-01
9	5	nan	8.993e-01	8.993e-01	9.495e-01	9.498e-01
9	6	nan	nan	nan	9.246e-01	9.246e-01
9	7	nan	nan	8.912e-01	8.912e-01	8.912e-01
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan
