n.evals.q.1.0.	train._.me.hebbian.synapse.best.quality.increase	train._.me.hebbian.synapse.best.quality.increase.min	train._.me.hebbian.synapse.best.quality.increase.max	train._.me.freeForm.best.quality.increase	train._.me.freeForm.best.quality.increase.min	train._.me.freeForm.best.quality.increase.max
4.100e+03	4.198e+02	3.933e+02	4.530e+02	2.657e+01	1.607e-01	3.399e+01
4.200e+03	4.198e+02	3.933e+02	4.530e+02	2.657e+01	1.607e-01	3.399e+01
4.300e+03	4.165e+02	3.933e+02	4.198e+02	2.657e+01	1.607e-01	3.399e+01
4.400e+03	4.165e+02	3.933e+02	4.198e+02	2.657e+01	1.607e-01	3.399e+01
4.500e+03	4.198e+02	3.933e+02	4.347e+02	2.657e+01	1.607e-01	3.399e+01
4.600e+03	4.198e+02	3.933e+02	4.347e+02	2.657e+01	1.607e-01	3.399e+01
4.700e+03	4.198e+02	3.933e+02	4.632e+02	2.657e+01	1.607e-01	3.399e+01
4.800e+03	4.198e+02	3.933e+02	4.632e+02	2.657e+01	3.886e-01	3.399e+01
4.900e+03	4.198e+02	3.983e+02	4.632e+02	2.657e+01	3.886e-01	3.399e+01
5.000e+03	4.198e+02	3.983e+02	4.632e+02	2.657e+01	3.886e-01	3.399e+01
5.100e+03	4.198e+02	3.983e+02	4.632e+02	2.657e+01	3.886e-01	3.399e+01
5.200e+03	4.198e+02	3.983e+02	4.632e+02	2.657e+01	3.886e-01	3.399e+01
5.300e+03	4.198e+02	3.983e+02	4.632e+02	2.657e+01	3.886e-01	3.399e+01
5.400e+03	4.198e+02	3.983e+02	4.632e+02	2.657e+01	3.886e-01	3.399e+01
5.500e+03	4.198e+02	3.983e+02	4.632e+02	2.657e+01	3.886e-01	3.399e+01
5.600e+03	4.198e+02	3.983e+02	4.632e+02	2.657e+01	3.886e-01	3.399e+01
5.700e+03	4.198e+02	3.983e+02	4.632e+02	2.657e+01	3.886e-01	3.399e+01
5.800e+03	4.198e+02	3.983e+02	4.632e+02	2.657e+01	1.083e+00	3.399e+01
5.900e+03	4.198e+02	3.983e+02	4.632e+02	2.657e+01	1.083e+00	3.399e+01
6.000e+03	4.198e+02	3.983e+02	4.632e+02	2.657e+01	1.083e+00	3.399e+01
6.100e+03	4.198e+02	3.983e+02	4.632e+02	2.657e+01	1.083e+00	3.399e+01
6.200e+03	4.198e+02	3.983e+02	4.632e+02	2.657e+01	1.083e+00	3.399e+01
6.300e+03	4.198e+02	3.983e+02	4.632e+02	2.657e+01	1.083e+00	3.399e+01
6.400e+03	4.198e+02	3.983e+02	4.632e+02	2.657e+01	1.083e+00	3.399e+01
6.500e+03	4.347e+02	3.983e+02	4.632e+02	2.657e+01	1.083e+00	3.399e+01
6.600e+03	4.198e+02	3.933e+02	4.632e+02	2.657e+01	1.083e+00	3.399e+01
6.700e+03	4.429e+02	3.983e+02	4.649e+02	2.657e+01	2.240e+00	3.399e+01
6.800e+03	4.429e+02	3.983e+02	4.649e+02	2.657e+01	2.240e+00	3.399e+01
6.900e+03	4.429e+02	3.983e+02	4.649e+02	2.657e+01	2.240e+00	3.399e+01
7.000e+03	4.429e+02	3.983e+02	4.649e+02	2.657e+01	2.240e+00	3.399e+01
7.100e+03	4.429e+02	3.983e+02	4.649e+02	2.657e+01	9.672e+00	3.399e+01
7.200e+03	4.429e+02	3.983e+02	4.649e+02	2.657e+01	9.672e+00	3.399e+01
7.300e+03	4.429e+02	3.983e+02	4.649e+02	2.657e+01	9.672e+00	3.399e+01
7.400e+03	4.429e+02	3.983e+02	4.649e+02	2.657e+01	9.672e+00	3.399e+01
7.500e+03	4.429e+02	3.983e+02	4.649e+02	2.657e+01	9.672e+00	3.399e+01
7.600e+03	4.429e+02	3.983e+02	4.649e+02	2.657e+01	9.672e+00	3.399e+01
7.700e+03	4.429e+02	3.983e+02	4.649e+02	2.657e+01	9.672e+00	3.399e+01
7.800e+03	4.429e+02	3.983e+02	4.649e+02	2.657e+01	9.672e+00	3.399e+01
7.900e+03	4.429e+02	3.983e+02	4.649e+02	2.657e+01	9.672e+00	3.399e+01
8.000e+03	4.429e+02	3.983e+02	4.649e+02	2.657e+01	9.672e+00	3.399e+01
8.100e+03	4.429e+02	3.983e+02	4.649e+02	2.690e+01	9.672e+00	3.745e+01
8.200e+03	4.429e+02	3.983e+02	4.649e+02	2.690e+01	9.959e+00	3.745e+01
8.300e+03	4.429e+02	3.983e+02	4.649e+02	3.399e+01	1.125e+01	5.223e+01
8.400e+03	4.429e+02	3.983e+02	4.648e+02	3.399e+01	1.125e+01	5.223e+01
8.500e+03	4.429e+02	3.983e+02	4.648e+02	3.399e+01	1.125e+01	5.223e+01
8.600e+03	4.429e+02	3.983e+02	4.648e+02	3.745e+01	2.657e+01	7.649e+01
8.700e+03	4.095e+02	3.983e+02	4.648e+02	3.745e+01	2.657e+01	7.649e+01
8.800e+03	4.095e+02	3.983e+02	4.648e+02	3.745e+01	2.657e+01	7.649e+01
8.900e+03	4.095e+02	3.983e+02	4.648e+02	3.399e+01	9.672e+00	5.223e+01
9.000e+03	4.615e+02	3.983e+02	4.648e+02	3.399e+01	9.672e+00	5.223e+01
9.100e+03	4.427e+02	3.983e+02	4.648e+02	3.399e+01	9.672e+00	5.223e+01
9.200e+03	4.427e+02	3.983e+02	4.648e+02	3.399e+01	9.672e+00	5.223e+01
9.300e+03	4.235e+02	3.983e+02	4.615e+02	3.399e+01	9.672e+00	5.223e+01
9.400e+03	4.235e+02	3.983e+02	4.615e+02	3.399e+01	9.672e+00	5.223e+01
9.500e+03	4.242e+02	3.983e+02	4.615e+02	2.657e+01	9.672e+00	5.223e+01
9.600e+03	4.242e+02	3.983e+02	4.615e+02	2.657e+01	9.672e+00	5.223e+01
9.700e+03	4.242e+02	3.983e+02	4.615e+02	2.657e+01	9.672e+00	5.223e+01
9.800e+03	4.242e+02	3.983e+02	4.615e+02	2.657e+01	9.672e+00	5.223e+01
9.900e+03	4.242e+02	3.983e+02	4.615e+02	3.399e+01	1.306e+01	8.410e+01
1.000e+04	4.242e+02	3.983e+02	4.615e+02	3.399e+01	1.306e+01	8.410e+01
1.010e+04	4.242e+02	3.983e+02	4.615e+02	3.399e+01	1.306e+01	8.410e+01
1.020e+04	4.242e+02	3.983e+02	4.615e+02	3.399e+01	1.306e+01	5.223e+01
1.030e+04	4.242e+02	3.983e+02	4.615e+02	3.399e+01	1.306e+01	5.223e+01
1.040e+04	4.615e+02	4.095e+02	4.788e+02	3.399e+01	9.672e+00	5.223e+01
1.050e+04	4.615e+02	4.095e+02	4.788e+02	3.399e+01	9.672e+00	5.223e+01
1.060e+04	4.615e+02	4.095e+02	4.788e+02	3.399e+01	9.672e+00	5.223e+01
1.070e+04	4.615e+02	3.933e+02	4.788e+02	3.399e+01	9.672e+00	5.223e+01
1.080e+04	4.615e+02	3.933e+02	4.788e+02	3.399e+01	9.672e+00	5.223e+01
1.090e+04	4.615e+02	3.933e+02	4.788e+02	3.399e+01	9.672e+00	5.223e+01
1.100e+04	4.615e+02	3.933e+02	4.788e+02	3.399e+01	9.672e+00	5.223e+01
1.110e+04	4.615e+02	3.933e+02	4.788e+02	3.399e+01	9.672e+00	5.223e+01
1.120e+04	4.615e+02	3.933e+02	4.679e+02	3.399e+01	9.672e+00	5.223e+01
1.130e+04	4.615e+02	3.933e+02	4.679e+02	4.004e+01	9.672e+00	5.223e+01
1.140e+04	4.615e+02	3.933e+02	4.679e+02	4.462e+01	9.672e+00	9.070e+01
1.150e+04	4.648e+02	3.933e+02	4.679e+02	4.462e+01	9.672e+00	9.070e+01
1.160e+04	4.648e+02	3.933e+02	4.679e+02	4.462e+01	9.672e+00	9.070e+01
1.170e+04	4.648e+02	3.933e+02	4.679e+02	4.462e+01	9.672e+00	1.817e+02
1.180e+04	4.648e+02	3.933e+02	4.679e+02	4.462e+01	9.672e+00	9.133e+01
1.190e+04	4.648e+02	3.933e+02	4.679e+02	4.462e+01	9.672e+00	9.133e+01
1.200e+04	4.648e+02	3.933e+02	4.679e+02	4.462e+01	9.672e+00	9.133e+01
1.210e+04	4.648e+02	3.933e+02	4.679e+02	4.462e+01	9.672e+00	9.133e+01
1.220e+04	4.648e+02	3.933e+02	4.679e+02	4.462e+01	9.672e+00	9.133e+01
1.230e+04	4.648e+02	3.933e+02	4.788e+02	4.462e+01	2.657e+01	9.133e+01
1.240e+04	4.615e+02	3.727e+02	4.788e+02	4.462e+01	2.657e+01	9.133e+01
1.250e+04	4.648e+02	3.727e+02	4.788e+02	4.462e+01	2.678e+01	9.133e+01
1.260e+04	4.339e+02	3.727e+02	4.788e+02	4.462e+01	2.678e+01	9.133e+01
1.270e+04	4.339e+02	3.727e+02	4.788e+02	4.462e+01	2.678e+01	9.133e+01
1.280e+04	4.339e+02	3.727e+02	4.788e+02	4.462e+01	2.678e+01	9.133e+01
1.290e+04	4.339e+02	3.727e+02	4.788e+02	4.462e+01	2.678e+01	9.133e+01
1.300e+04	4.339e+02	3.727e+02	4.788e+02	4.462e+01	2.678e+01	9.133e+01
1.310e+04	4.339e+02	3.727e+02	4.788e+02	4.462e+01	2.678e+01	9.133e+01
1.320e+04	4.339e+02	3.727e+02	4.788e+02	4.462e+01	2.678e+01	9.133e+01
1.330e+04	4.339e+02	3.727e+02	4.788e+02	4.462e+01	2.678e+01	9.133e+01
1.340e+04	4.339e+02	3.727e+02	4.788e+02	4.462e+01	2.678e+01	9.133e+01
1.350e+04	4.750e+02	3.933e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.360e+04	4.750e+02	3.933e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.370e+04	4.750e+02	3.933e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.380e+04	4.750e+02	3.933e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.390e+04	4.750e+02	3.933e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.400e+04	4.750e+02	3.933e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.410e+04	4.750e+02	3.933e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.420e+04	4.750e+02	3.933e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.430e+04	4.750e+02	3.933e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.440e+04	4.750e+02	3.933e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.450e+04	4.750e+02	3.933e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.460e+04	4.750e+02	3.933e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.470e+04	4.750e+02	3.933e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.480e+04	4.788e+02	4.242e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.490e+04	4.788e+02	4.242e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.500e+04	4.788e+02	4.242e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.510e+04	4.788e+02	4.242e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.520e+04	4.788e+02	4.242e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.530e+04	4.788e+02	4.242e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.540e+04	4.788e+02	4.242e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.550e+04	4.787e+02	4.242e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.560e+04	4.787e+02	4.242e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.570e+04	4.787e+02	3.933e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.580e+04	4.750e+02	3.933e+02	4.832e+02	4.462e+01	2.678e+01	9.133e+01
1.590e+04	4.750e+02	3.933e+02	4.832e+02	7.224e+01	2.977e+01	1.504e+02
1.600e+04	4.750e+02	3.933e+02	4.832e+02	4.814e+01	2.977e+01	9.133e+01
1.610e+04	4.750e+02	3.933e+02	4.832e+02	4.814e+01	2.977e+01	9.133e+01
1.620e+04	4.750e+02	3.933e+02	4.832e+02	4.814e+01	2.977e+01	9.133e+01
1.630e+04	4.750e+02	3.933e+02	4.832e+02	4.814e+01	2.977e+01	9.133e+01
1.640e+04	4.750e+02	3.933e+02	4.832e+02	4.814e+01	2.977e+01	9.133e+01
1.650e+04	4.750e+02	3.933e+02	4.832e+02	4.814e+01	2.977e+01	9.133e+01
1.660e+04	4.750e+02	3.933e+02	4.832e+02	7.224e+01	2.977e+01	9.133e+01
1.670e+04	4.750e+02	3.933e+02	4.832e+02	7.224e+01	2.977e+01	9.133e+01
1.680e+04	4.664e+02	3.933e+02	4.788e+02	7.224e+01	2.977e+01	9.133e+01
1.690e+04	4.664e+02	3.933e+02	4.788e+02	7.224e+01	2.977e+01	9.133e+01
1.700e+04	4.664e+02	3.933e+02	4.788e+02	7.224e+01	2.977e+01	9.133e+01
1.710e+04	4.664e+02	3.933e+02	4.788e+02	8.418e+01	2.977e+01	1.602e+02
1.720e+04	4.664e+02	3.933e+02	4.788e+02	8.418e+01	2.977e+01	1.602e+02
1.730e+04	4.664e+02	3.933e+02	4.788e+02	8.418e+01	2.977e+01	1.602e+02
1.740e+04	4.236e+02	3.727e+02	4.750e+02	8.418e+01	2.977e+01	1.602e+02
1.750e+04	4.236e+02	3.727e+02	4.750e+02	8.418e+01	2.977e+01	1.602e+02
1.760e+04	4.236e+02	3.727e+02	4.750e+02	7.224e+01	2.977e+01	9.133e+01
1.770e+04	4.236e+02	3.727e+02	4.750e+02	7.224e+01	2.977e+01	9.133e+01
1.780e+04	4.236e+02	3.727e+02	4.750e+02	7.224e+01	2.977e+01	9.133e+01
1.790e+04	4.236e+02	3.727e+02	4.750e+02	7.224e+01	2.977e+01	9.133e+01
1.800e+04	4.236e+02	3.727e+02	4.750e+02	7.224e+01	2.977e+01	9.133e+01
1.810e+04	4.236e+02	3.727e+02	4.750e+02	7.224e+01	2.977e+01	9.133e+01
1.820e+04	4.236e+02	3.727e+02	4.750e+02	7.224e+01	2.977e+01	9.133e+01
1.830e+04	4.236e+02	3.727e+02	4.750e+02	7.224e+01	2.977e+01	9.133e+01
1.840e+04	4.236e+02	3.727e+02	4.750e+02	7.224e+01	2.977e+01	9.133e+01
1.850e+04	4.236e+02	3.727e+02	4.750e+02	7.224e+01	2.977e+01	1.827e+02
1.860e+04	4.236e+02	3.727e+02	4.750e+02	8.441e+01	2.977e+01	1.827e+02
1.870e+04	4.236e+02	3.727e+02	4.750e+02	8.441e+01	2.977e+01	1.827e+02
1.880e+04	4.236e+02	3.727e+02	4.750e+02	7.224e+01	2.977e+01	1.827e+02
1.890e+04	4.236e+02	3.727e+02	4.750e+02	7.224e+01	2.977e+01	1.827e+02
1.900e+04	4.236e+02	3.727e+02	4.750e+02	7.224e+01	2.977e+01	1.827e+02
1.910e+04	4.236e+02	3.727e+02	4.750e+02	7.224e+01	2.977e+01	9.283e+01
1.920e+04	4.236e+02	3.727e+02	4.750e+02	7.224e+01	2.977e+01	9.283e+01
1.930e+04	4.236e+02	3.727e+02	4.750e+02	7.224e+01	2.977e+01	9.283e+01
1.940e+04	4.288e+02	3.933e+02	4.750e+02	5.250e+01	2.977e+01	9.283e+01
1.950e+04	4.288e+02	3.933e+02	4.750e+02	5.250e+01	2.977e+01	9.283e+01
1.960e+04	4.288e+02	3.933e+02	4.750e+02	5.250e+01	2.977e+01	9.283e+01
1.970e+04	4.288e+02	3.933e+02	4.750e+02	5.250e+01	2.977e+01	9.283e+01
1.980e+04	4.288e+02	3.933e+02	4.750e+02	5.250e+01	2.977e+01	9.283e+01
1.990e+04	4.288e+02	3.933e+02	4.750e+02	5.250e+01	2.977e+01	9.283e+01
2.000e+04	4.288e+02	3.933e+02	4.750e+02	5.250e+01	2.977e+01	9.283e+01
2.010e+04	4.288e+02	3.933e+02	4.750e+02	5.250e+01	2.977e+01	9.283e+01
2.020e+04	4.288e+02	3.933e+02	4.750e+02	5.250e+01	2.977e+01	1.840e+02
2.030e+04	4.288e+02	3.933e+02	4.750e+02	4.842e+01	2.678e+01	1.840e+02
2.040e+04	4.288e+02	3.933e+02	4.750e+02	4.842e+01	2.678e+01	1.840e+02
2.050e+04	4.288e+02	3.933e+02	4.750e+02	4.842e+01	2.678e+01	1.840e+02
2.060e+04	4.288e+02	3.933e+02	4.750e+02	4.842e+01	2.678e+01	9.241e+01
2.070e+04	4.288e+02	3.933e+02	4.750e+02	4.842e+01	2.678e+01	9.241e+01
2.080e+04	4.362e+02	3.933e+02	4.750e+02	4.842e+01	2.678e+01	9.241e+01
2.090e+04	4.362e+02	3.933e+02	4.750e+02	4.842e+01	2.678e+01	1.842e+02
2.100e+04	4.362e+02	3.933e+02	4.750e+02	4.842e+01	2.678e+01	1.842e+02
2.110e+04	4.362e+02	3.933e+02	4.750e+02	4.842e+01	2.678e+01	1.842e+02
2.120e+04	4.362e+02	3.933e+02	4.750e+02	4.842e+01	2.678e+01	1.842e+02
2.130e+04	4.362e+02	3.933e+02	4.750e+02	4.842e+01	2.678e+01	1.842e+02
2.140e+04	4.362e+02	3.933e+02	4.750e+02	4.842e+01	2.678e+01	1.843e+02
2.150e+04	4.362e+02	3.933e+02	4.750e+02	4.842e+01	2.678e+01	1.843e+02
2.160e+04	4.362e+02	3.933e+02	4.750e+02	4.842e+01	2.678e+01	1.843e+02
2.170e+04	4.362e+02	4.172e+02	4.750e+02	4.842e+01	2.678e+01	1.348e+02
2.180e+04	4.362e+02	4.172e+02	4.750e+02	4.842e+01	2.678e+01	1.348e+02
2.190e+04	4.362e+02	4.172e+02	4.750e+02	4.842e+01	2.678e+01	1.348e+02
2.200e+04	4.362e+02	4.172e+02	4.750e+02	4.842e+01	2.678e+01	1.348e+02
2.210e+04	4.362e+02	4.172e+02	4.750e+02	5.363e+01	2.678e+01	1.348e+02
2.220e+04	4.362e+02	4.172e+02	4.750e+02	5.363e+01	2.678e+01	1.348e+02
2.230e+04	4.362e+02	4.172e+02	4.750e+02	5.363e+01	2.678e+01	1.348e+02
2.240e+04	4.362e+02	4.172e+02	4.750e+02	5.363e+01	2.678e+01	1.348e+02
2.250e+04	4.362e+02	4.172e+02	4.750e+02	5.363e+01	2.678e+01	1.348e+02
2.260e+04	4.362e+02	4.172e+02	4.750e+02	5.363e+01	2.678e+01	1.348e+02
2.270e+04	4.362e+02	4.172e+02	4.750e+02	5.363e+01	2.678e+01	1.348e+02
2.280e+04	4.362e+02	4.172e+02	4.750e+02	5.363e+01	2.678e+01	1.348e+02
2.290e+04	4.362e+02	4.172e+02	4.750e+02	4.986e+01	2.678e+01	1.348e+02
2.300e+04	4.362e+02	4.172e+02	4.750e+02	4.986e+01	2.678e+01	1.348e+02
2.310e+04	4.362e+02	4.172e+02	4.750e+02	4.986e+01	2.678e+01	1.348e+02
2.320e+04	4.362e+02	4.172e+02	4.750e+02	4.986e+01	2.678e+01	1.348e+02
2.330e+04	4.362e+02	4.172e+02	4.750e+02	4.986e+01	2.678e+01	1.348e+02
2.340e+04	4.362e+02	4.172e+02	4.750e+02	4.986e+01	2.678e+01	1.348e+02
2.350e+04	4.362e+02	4.172e+02	4.750e+02	4.986e+01	2.678e+01	1.348e+02
2.360e+04	4.362e+02	4.172e+02	4.750e+02	4.986e+01	2.678e+01	1.348e+02
2.370e+04	4.362e+02	4.172e+02	4.750e+02	9.266e+01	2.977e+01	1.697e+02
2.380e+04	4.362e+02	4.172e+02	4.750e+02	9.266e+01	2.977e+01	1.697e+02
2.390e+04	4.362e+02	4.172e+02	4.750e+02	9.266e+01	2.977e+01	1.697e+02
2.400e+04	4.362e+02	4.172e+02	4.750e+02	8.453e+01	2.977e+01	1.348e+02
2.410e+04	4.362e+02	4.172e+02	4.750e+02	8.453e+01	2.977e+01	1.348e+02
2.420e+04	4.362e+02	4.172e+02	4.750e+02	8.453e+01	2.977e+01	1.348e+02
2.430e+04	4.362e+02	4.172e+02	4.750e+02	8.453e+01	2.977e+01	1.348e+02
2.440e+04	4.362e+02	4.172e+02	4.750e+02	8.453e+01	2.977e+01	1.348e+02
2.450e+04	4.362e+02	4.172e+02	4.750e+02	8.453e+01	2.977e+01	1.348e+02
2.460e+04	4.362e+02	4.172e+02	4.750e+02	9.266e+01	4.004e+01	1.348e+02
2.470e+04	4.362e+02	4.172e+02	4.750e+02	9.266e+01	4.004e+01	1.348e+02
2.480e+04	4.362e+02	4.172e+02	4.750e+02	9.266e+01	4.004e+01	1.348e+02
2.490e+04	4.362e+02	4.206e+02	4.750e+02	9.266e+01	4.004e+01	1.348e+02
2.500e+04	4.362e+02	4.206e+02	4.750e+02	9.266e+01	4.325e+01	1.348e+02
2.510e+04	4.362e+02	4.206e+02	4.750e+02	9.266e+01	4.325e+01	1.348e+02
2.520e+04	4.436e+02	4.236e+02	4.750e+02	9.266e+01	4.325e+01	1.348e+02
2.530e+04	4.436e+02	4.236e+02	4.750e+02	9.266e+01	4.325e+01	1.348e+02
2.540e+04	4.436e+02	4.236e+02	4.750e+02	9.266e+01	4.325e+01	1.348e+02
2.550e+04	4.436e+02	4.236e+02	4.750e+02	9.266e+01	4.325e+01	1.348e+02
2.560e+04	4.436e+02	4.236e+02	4.750e+02	9.266e+01	4.325e+01	1.348e+02
2.570e+04	4.436e+02	4.236e+02	4.750e+02	9.266e+01	4.325e+01	1.348e+02
2.580e+04	4.362e+02	4.206e+02	4.655e+02	9.266e+01	4.325e+01	1.348e+02
2.590e+04	4.362e+02	4.206e+02	4.655e+02	9.266e+01	4.325e+01	1.348e+02
2.600e+04	4.436e+02	4.206e+02	4.672e+02	9.266e+01	4.325e+01	1.348e+02
2.610e+04	4.444e+02	4.206e+02	4.672e+02	9.266e+01	4.325e+01	1.348e+02
2.620e+04	4.444e+02	4.206e+02	4.672e+02	9.266e+01	4.325e+01	1.348e+02
2.630e+04	4.444e+02	4.206e+02	4.672e+02	9.266e+01	4.325e+01	1.348e+02
2.640e+04	4.655e+02	4.206e+02	4.672e+02	9.634e+01	4.325e+01	2.105e+02
2.650e+04	4.444e+02	4.172e+02	4.672e+02	9.634e+01	4.325e+01	2.105e+02
2.660e+04	4.444e+02	4.172e+02	4.672e+02	9.634e+01	4.325e+01	1.847e+02
2.670e+04	4.444e+02	4.172e+02	4.672e+02	9.267e+01	4.325e+01	1.348e+02
2.680e+04	4.444e+02	4.172e+02	4.672e+02	9.267e+01	4.325e+01	1.348e+02
2.690e+04	4.444e+02	4.172e+02	4.672e+02	9.267e+01	4.325e+01	1.348e+02
2.700e+04	4.444e+02	4.172e+02	4.672e+02	9.267e+01	4.325e+01	1.348e+02
2.710e+04	4.444e+02	4.172e+02	4.672e+02	9.267e+01	4.325e+01	1.348e+02
2.720e+04	4.444e+02	4.172e+02	4.672e+02	9.267e+01	4.325e+01	1.348e+02
2.730e+04	4.444e+02	4.172e+02	4.672e+02	9.267e+01	4.325e+01	1.348e+02
2.740e+04	4.444e+02	4.172e+02	4.672e+02	9.267e+01	4.325e+01	1.348e+02
2.750e+04	4.444e+02	4.172e+02	4.672e+02	9.267e+01	4.325e+01	1.348e+02
2.760e+04	4.444e+02	4.172e+02	4.672e+02	9.267e+01	4.325e+01	1.348e+02
2.770e+04	4.531e+02	4.172e+02	4.672e+02	9.267e+01	4.325e+01	1.348e+02
2.780e+04	4.531e+02	4.172e+02	4.672e+02	9.267e+01	4.325e+01	1.348e+02
2.790e+04	4.531e+02	4.172e+02	4.672e+02	9.267e+01	4.325e+01	1.348e+02
