n.evals.q.1.0.	train._.me.hebbian.synapse.best.quality.fitness	train._.me.hebbian.synapse.best.quality.fitness.min	train._.me.hebbian.synapse.best.quality.fitness.max	train._.me.freeForm.best.quality.fitness	train._.me.freeForm.best.quality.fitness.min	train._.me.freeForm.best.quality.fitness.max
1.000e+02	2.360e+00	-1.799e+00	9.008e+00	-3.677e+00	-3.720e+00	-3.661e+00
2.000e+02	7.095e+01	2.402e+01	8.120e+01	-3.661e+00	-3.720e+00	-3.467e+00
3.000e+02	8.118e+01	6.585e+01	1.063e+02	-3.521e+00	-3.669e+00	-3.411e+00
4.000e+02	8.732e+01	8.118e+01	1.063e+02	-3.414e+00	-3.658e+00	-3.210e+00
5.000e+02	9.158e+01	8.118e+01	1.063e+02	-3.292e+00	-3.521e+00	-3.097e+00
6.000e+02	9.158e+01	8.118e+01	1.063e+02	-3.210e+00	-3.429e+00	-2.914e+00
7.000e+02	1.063e+02	8.118e+01	1.191e+02	-3.095e+00	-3.416e+00	-2.914e+00
8.000e+02	1.063e+02	8.118e+01	1.233e+02	-3.059e+00	-3.365e+00	-2.914e+00
9.000e+02	1.107e+02	8.118e+01	1.825e+02	-3.059e+00	-3.364e+00	-2.879e+00
1.000e+03	1.598e+02	8.732e+01	1.825e+02	-2.976e+00	-3.364e+00	-2.877e+00
1.100e+03	1.741e+02	1.107e+02	1.825e+02	-2.976e+00	-3.364e+00	-2.561e+00
1.200e+03	1.825e+02	1.200e+02	2.006e+02	-2.877e+00	-3.186e+00	1.967e+00
1.300e+03	1.825e+02	1.222e+02	2.006e+02	-2.746e+00	-3.186e+00	1.968e+00
1.400e+03	1.825e+02	1.222e+02	2.006e+02	-2.602e+00	-3.186e+00	1.968e+00
1.500e+03	1.825e+02	1.644e+02	2.006e+02	-2.475e+00	-3.186e+00	3.113e+00
1.600e+03	1.869e+02	1.774e+02	2.030e+02	-2.475e+00	-3.186e+00	3.113e+00
1.700e+03	2.006e+02	1.825e+02	2.348e+02	-2.475e+00	-3.186e+00	3.113e+00
1.800e+03	2.006e+02	1.825e+02	2.348e+02	-2.300e+00	-3.059e+00	8.005e+00
1.900e+03	2.006e+02	1.825e+02	2.348e+02	-2.300e+00	-3.059e+00	8.005e+00
2.000e+03	2.006e+02	1.825e+02	2.348e+02	-2.300e+00	-3.059e+00	8.005e+00
2.100e+03	2.006e+02	1.868e+02	2.348e+02	-2.300e+00	-2.904e+00	8.005e+00
2.200e+03	2.006e+02	1.868e+02	2.348e+02	-2.300e+00	-2.904e+00	8.005e+00
2.300e+03	2.006e+02	1.868e+02	2.348e+02	-2.300e+00	-2.874e+00	8.005e+00
2.400e+03	2.006e+02	1.868e+02	2.348e+02	-2.300e+00	-2.874e+00	8.005e+00
2.500e+03	2.030e+02	1.869e+02	2.348e+02	-2.300e+00	-2.761e+00	8.005e+00
2.600e+03	2.030e+02	1.869e+02	2.348e+02	-2.300e+00	-2.607e+00	8.005e+00
2.700e+03	2.236e+02	1.993e+02	2.865e+02	-2.012e+00	-2.607e+00	8.005e+00
2.800e+03	2.236e+02	1.993e+02	2.865e+02	-1.631e+00	-2.607e+00	2.313e+01
2.900e+03	2.236e+02	1.993e+02	2.865e+02	-1.631e+00	-2.607e+00	2.313e+01
3.000e+03	2.236e+02	1.993e+02	2.865e+02	-1.631e+00	-2.607e+00	2.313e+01
3.100e+03	2.236e+02	1.993e+02	2.865e+02	3.113e+00	-2.500e+00	2.774e+01
3.200e+03	2.236e+02	1.993e+02	2.865e+02	8.334e+00	-2.471e+00	2.774e+01
3.300e+03	2.289e+02	1.993e+02	2.865e+02	2.313e+01	-2.471e+00	3.074e+01
3.400e+03	2.348e+02	2.030e+02	2.865e+02	2.774e+01	-2.471e+00	3.629e+01
3.500e+03	2.348e+02	2.030e+02	2.865e+02	2.774e+01	-2.418e+00	3.629e+01
3.600e+03	2.348e+02	2.030e+02	2.865e+02	2.774e+01	-1.725e+00	3.834e+01
3.700e+03	2.348e+02	2.030e+02	2.865e+02	2.774e+01	-1.725e+00	3.834e+01
3.800e+03	2.348e+02	2.030e+02	2.865e+02	3.074e+01	-1.725e+00	3.834e+01
3.900e+03	2.348e+02	2.030e+02	2.865e+02	3.074e+01	-1.618e+00	3.834e+01
4.000e+03	2.419e+02	2.236e+02	2.865e+02	3.074e+01	-1.295e+00	3.834e+01
4.100e+03	2.419e+02	2.236e+02	2.865e+02	3.175e+01	1.253e-02	3.959e+01
4.200e+03	2.419e+02	2.236e+02	2.865e+02	3.175e+01	1.253e-02	3.959e+01
4.300e+03	2.419e+02	2.236e+02	2.865e+02	3.175e+01	1.372e+01	3.959e+01
4.400e+03	2.419e+02	2.236e+02	2.865e+02	3.834e+01	1.372e+01	5.273e+01
4.500e+03	2.419e+02	2.236e+02	2.865e+02	4.525e+01	3.174e+01	5.292e+01
4.600e+03	2.419e+02	2.236e+02	2.865e+02	4.525e+01	3.174e+01	6.870e+01
4.700e+03	2.419e+02	2.289e+02	2.865e+02	4.525e+01	3.174e+01	6.870e+01
4.800e+03	2.419e+02	2.289e+02	2.865e+02	4.525e+01	3.174e+01	6.870e+01
4.900e+03	2.526e+02	2.353e+02	2.865e+02	4.525e+01	3.174e+01	8.373e+01
5.000e+03	2.762e+02	2.402e+02	2.898e+02	4.525e+01	3.174e+01	8.373e+01
5.100e+03	2.865e+02	2.419e+02	3.603e+02	4.525e+01	3.174e+01	8.373e+01
5.200e+03	2.865e+02	2.419e+02	3.603e+02	4.525e+01	3.175e+01	8.373e+01
5.300e+03	2.865e+02	2.605e+02	3.603e+02	5.052e+01	3.175e+01	8.373e+01
5.400e+03	2.865e+02	2.605e+02	3.603e+02	5.052e+01	3.175e+01	8.373e+01
5.500e+03	2.865e+02	2.605e+02	3.603e+02	5.052e+01	3.175e+01	8.373e+01
5.600e+03	2.865e+02	2.605e+02	3.603e+02	5.052e+01	3.175e+01	8.373e+01
5.700e+03	2.865e+02	2.605e+02	3.603e+02	5.052e+01	3.175e+01	8.373e+01
5.800e+03	2.865e+02	2.605e+02	3.603e+02	5.052e+01	3.175e+01	8.373e+01
5.900e+03	2.865e+02	2.636e+02	3.603e+02	5.052e+01	3.175e+01	8.373e+01
6.000e+03	2.865e+02	2.636e+02	3.603e+02	5.052e+01	3.175e+01	8.373e+01
6.100e+03	2.865e+02	2.636e+02	3.603e+02	5.052e+01	3.175e+01	8.373e+01
6.200e+03	2.865e+02	2.636e+02	3.603e+02	5.052e+01	3.175e+01	8.373e+01
6.300e+03	2.898e+02	2.736e+02	3.603e+02	5.052e+01	3.175e+01	8.373e+01
6.400e+03	2.898e+02	2.736e+02	3.603e+02	5.052e+01	3.175e+01	8.373e+01
6.500e+03	2.898e+02	2.736e+02	3.603e+02	5.238e+01	3.175e+01	8.373e+01
6.600e+03	2.898e+02	2.736e+02	3.603e+02	5.238e+01	3.175e+01	8.373e+01
6.700e+03	2.898e+02	2.736e+02	3.603e+02	5.238e+01	3.175e+01	8.373e+01
6.800e+03	2.898e+02	2.736e+02	3.603e+02	5.238e+01	3.175e+01	8.373e+01
6.900e+03	2.898e+02	2.736e+02	3.603e+02	5.238e+01	3.175e+01	8.373e+01
7.000e+03	2.898e+02	2.736e+02	3.603e+02	5.238e+01	3.175e+01	8.373e+01
7.100e+03	2.898e+02	2.736e+02	3.603e+02	5.242e+01	3.175e+01	8.373e+01
7.200e+03	2.898e+02	2.736e+02	3.603e+02	5.242e+01	3.175e+01	8.373e+01
7.300e+03	2.898e+02	2.736e+02	3.603e+02	5.242e+01	3.175e+01	8.373e+01
7.400e+03	2.898e+02	2.762e+02	3.603e+02	5.242e+01	3.175e+01	8.373e+01
7.500e+03	2.898e+02	2.762e+02	3.603e+02	5.242e+01	3.175e+01	8.373e+01
7.600e+03	2.898e+02	2.762e+02	3.603e+02	5.242e+01	4.341e+01	8.373e+01
7.700e+03	2.898e+02	2.762e+02	3.603e+02	6.554e+01	4.981e+01	1.154e+02
7.800e+03	2.898e+02	2.762e+02	3.603e+02	6.554e+01	4.981e+01	1.154e+02
7.900e+03	2.898e+02	2.762e+02	3.603e+02	6.554e+01	4.981e+01	1.154e+02
8.000e+03	2.898e+02	2.762e+02	3.603e+02	6.554e+01	4.981e+01	1.154e+02
8.100e+03	2.898e+02	2.762e+02	3.603e+02	6.554e+01	4.981e+01	1.154e+02
8.200e+03	2.898e+02	2.762e+02	3.603e+02	6.554e+01	4.981e+01	1.154e+02
8.300e+03	2.898e+02	2.762e+02	3.603e+02	6.554e+01	4.981e+01	1.154e+02
8.400e+03	3.211e+02	2.777e+02	3.603e+02	6.554e+01	4.981e+01	1.154e+02
8.500e+03	3.279e+02	2.777e+02	3.603e+02	6.554e+01	4.981e+01	1.154e+02
8.600e+03	3.279e+02	2.777e+02	3.603e+02	6.554e+01	4.981e+01	1.154e+02
8.700e+03	3.279e+02	2.777e+02	3.603e+02	6.554e+01	4.981e+01	1.154e+02
8.800e+03	3.499e+02	2.865e+02	3.804e+02	6.554e+01	4.981e+01	1.154e+02
8.900e+03	3.499e+02	2.865e+02	3.804e+02	6.554e+01	4.981e+01	1.154e+02
9.000e+03	3.499e+02	2.865e+02	3.804e+02	6.554e+01	4.981e+01	1.154e+02
9.100e+03	3.499e+02	2.865e+02	3.804e+02	6.554e+01	4.981e+01	1.154e+02
9.200e+03	3.499e+02	2.865e+02	3.804e+02	6.554e+01	4.981e+01	1.154e+02
9.300e+03	3.499e+02	2.865e+02	3.804e+02	6.554e+01	4.981e+01	1.154e+02
9.400e+03	3.499e+02	2.865e+02	3.804e+02	6.554e+01	4.981e+01	1.154e+02
9.500e+03	3.499e+02	2.865e+02	3.804e+02	6.554e+01	4.981e+01	1.154e+02
9.600e+03	3.499e+02	2.865e+02	3.804e+02	6.685e+01	4.981e+01	1.154e+02
9.700e+03	3.499e+02	2.865e+02	3.804e+02	6.685e+01	4.981e+01	1.154e+02
9.800e+03	3.499e+02	2.865e+02	3.804e+02	6.685e+01	4.981e+01	1.154e+02
9.900e+03	3.499e+02	2.865e+02	3.804e+02	6.685e+01	4.981e+01	1.154e+02
1.000e+04	3.499e+02	2.865e+02	3.804e+02	6.685e+01	4.981e+01	1.154e+02
1.010e+04	3.499e+02	2.865e+02	3.804e+02	6.685e+01	4.981e+01	1.154e+02
1.020e+04	3.499e+02	2.865e+02	3.804e+02	6.685e+01	4.981e+01	1.154e+02
1.030e+04	3.499e+02	2.865e+02	3.804e+02	6.685e+01	4.981e+01	1.154e+02
1.040e+04	3.499e+02	2.865e+02	3.804e+02	6.685e+01	4.981e+01	1.154e+02
1.050e+04	3.499e+02	2.865e+02	3.804e+02	6.685e+01	4.981e+01	1.154e+02
1.060e+04	3.499e+02	2.865e+02	3.804e+02	6.685e+01	4.981e+01	1.154e+02
1.070e+04	3.499e+02	2.865e+02	3.804e+02	6.685e+01	4.981e+01	1.154e+02
1.080e+04	3.603e+02	3.211e+02	3.804e+02	6.685e+01	4.981e+01	1.154e+02
1.090e+04	3.603e+02	3.211e+02	3.804e+02	6.685e+01	4.981e+01	1.154e+02
1.100e+04	3.603e+02	3.211e+02	3.804e+02	6.685e+01	4.981e+01	1.154e+02
1.110e+04	3.722e+02	3.211e+02	3.973e+02	6.685e+01	4.981e+01	1.160e+02
1.120e+04	3.722e+02	3.211e+02	3.984e+02	6.685e+01	4.981e+01	1.160e+02
1.130e+04	3.722e+02	3.211e+02	3.984e+02	6.685e+01	4.981e+01	1.160e+02
1.140e+04	3.722e+02	3.211e+02	3.984e+02	6.685e+01	4.995e+01	1.160e+02
1.150e+04	3.722e+02	3.211e+02	3.984e+02	6.685e+01	4.995e+01	1.160e+02
1.160e+04	3.722e+02	3.211e+02	3.984e+02	6.685e+01	4.995e+01	1.160e+02
1.170e+04	3.722e+02	3.211e+02	3.984e+02	6.685e+01	4.995e+01	1.388e+02
1.180e+04	3.722e+02	3.211e+02	3.984e+02	6.685e+01	4.995e+01	1.388e+02
1.190e+04	3.722e+02	3.211e+02	3.984e+02	6.685e+01	4.995e+01	1.388e+02
1.200e+04	3.722e+02	3.211e+02	3.984e+02	6.685e+01	4.995e+01	1.388e+02
1.210e+04	3.804e+02	3.211e+02	3.984e+02	6.685e+01	4.995e+01	1.388e+02
1.220e+04	3.804e+02	3.211e+02	3.984e+02	6.685e+01	4.995e+01	1.388e+02
1.230e+04	3.804e+02	3.211e+02	3.984e+02	6.685e+01	4.995e+01	1.388e+02
1.240e+04	3.804e+02	3.211e+02	3.984e+02	6.685e+01	4.995e+01	1.388e+02
1.250e+04	3.899e+02	3.279e+02	4.111e+02	6.685e+01	4.995e+01	1.388e+02
1.260e+04	3.899e+02	3.279e+02	4.111e+02	6.685e+01	4.995e+01	1.388e+02
1.270e+04	3.899e+02	3.279e+02	4.111e+02	6.685e+01	4.995e+01	1.388e+02
1.280e+04	3.899e+02	3.279e+02	4.111e+02	6.685e+01	4.995e+01	1.388e+02
1.290e+04	3.899e+02	3.279e+02	4.111e+02	6.685e+01	4.995e+01	1.388e+02
1.300e+04	3.899e+02	3.279e+02	4.111e+02	6.685e+01	4.995e+01	1.388e+02
1.310e+04	3.899e+02	3.279e+02	4.111e+02	6.685e+01	4.995e+01	1.388e+02
1.320e+04	3.899e+02	3.279e+02	4.111e+02	6.685e+01	4.995e+01	1.388e+02
1.330e+04	3.899e+02	3.279e+02	4.111e+02	6.685e+01	4.995e+01	1.388e+02
1.340e+04	3.899e+02	3.279e+02	4.111e+02	6.685e+01	4.995e+01	1.388e+02
1.350e+04	3.899e+02	3.279e+02	4.111e+02	6.685e+01	4.995e+01	1.388e+02
1.360e+04	3.899e+02	3.279e+02	4.111e+02	6.685e+01	4.995e+01	1.388e+02
1.370e+04	3.899e+02	3.279e+02	4.111e+02	6.685e+01	4.995e+01	1.388e+02
1.380e+04	3.899e+02	3.279e+02	4.111e+02	6.685e+01	4.995e+01	1.388e+02
1.390e+04	3.899e+02	3.279e+02	4.111e+02	6.685e+01	4.995e+01	1.388e+02
1.400e+04	3.906e+02	3.279e+02	4.111e+02	7.072e+01	4.995e+01	1.388e+02
1.410e+04	3.906e+02	3.279e+02	4.111e+02	7.072e+01	4.995e+01	1.388e+02
1.420e+04	3.984e+02	3.279e+02	4.164e+02	7.072e+01	4.995e+01	1.388e+02
1.430e+04	3.984e+02	3.279e+02	4.164e+02	7.072e+01	4.995e+01	1.388e+02
1.440e+04	3.984e+02	3.279e+02	4.164e+02	7.072e+01	4.995e+01	1.388e+02
1.450e+04	3.984e+02	3.279e+02	4.164e+02	7.072e+01	4.995e+01	1.388e+02
1.460e+04	3.984e+02	3.279e+02	4.307e+02	7.072e+01	4.995e+01	1.388e+02
1.470e+04	3.984e+02	3.279e+02	4.307e+02	7.072e+01	4.995e+01	1.388e+02
1.480e+04	3.984e+02	3.279e+02	4.307e+02	7.072e+01	4.995e+01	1.388e+02
1.490e+04	3.984e+02	3.279e+02	4.307e+02	7.072e+01	4.995e+01	1.388e+02
1.500e+04	3.984e+02	3.279e+02	4.307e+02	7.638e+01	4.995e+01	1.388e+02
1.510e+04	3.984e+02	3.638e+02	4.307e+02	7.638e+01	4.995e+01	1.388e+02
1.520e+04	3.984e+02	3.638e+02	4.307e+02	7.638e+01	4.995e+01	1.388e+02
1.530e+04	3.984e+02	3.638e+02	4.307e+02	7.638e+01	4.995e+01	1.388e+02
1.540e+04	3.984e+02	3.638e+02	4.307e+02	7.638e+01	4.995e+01	1.388e+02
1.550e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.388e+02
1.560e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.388e+02
1.570e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.388e+02
1.580e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.388e+02
1.590e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.388e+02
1.600e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.388e+02
1.610e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.389e+02
1.620e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.389e+02
1.630e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.389e+02
1.640e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.389e+02
1.650e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.389e+02
1.660e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.389e+02
1.670e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.389e+02
1.680e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.389e+02
1.690e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.389e+02
1.700e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.389e+02
1.710e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.389e+02
1.720e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.389e+02
1.730e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.389e+02
1.740e+04	4.111e+02	3.638e+02	4.507e+02	7.638e+01	4.995e+01	1.389e+02
1.750e+04	4.111e+02	3.638e+02	4.561e+02	7.638e+01	4.995e+01	1.389e+02
1.760e+04	4.111e+02	3.638e+02	4.561e+02	7.638e+01	4.995e+01	1.389e+02
1.770e+04	4.111e+02	3.638e+02	4.561e+02	7.638e+01	4.995e+01	1.389e+02
1.780e+04	4.111e+02	3.638e+02	4.561e+02	7.638e+01	4.995e+01	1.389e+02
1.790e+04	4.111e+02	3.638e+02	4.561e+02	7.638e+01	4.995e+01	1.389e+02
1.800e+04	4.111e+02	3.638e+02	4.561e+02	7.638e+01	4.995e+01	1.389e+02
1.810e+04	4.111e+02	3.638e+02	4.561e+02	7.638e+01	4.995e+01	1.389e+02
1.820e+04	4.111e+02	3.638e+02	4.561e+02	7.638e+01	4.995e+01	1.389e+02
1.830e+04	4.111e+02	3.638e+02	4.561e+02	7.638e+01	4.995e+01	1.389e+02
1.840e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
1.850e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
1.860e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
1.870e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
1.880e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
1.890e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
1.900e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
1.910e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
1.920e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
1.930e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
1.940e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
1.950e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
1.960e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
1.970e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
1.980e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
1.990e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
2.000e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
2.010e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
2.020e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
2.030e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
2.040e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
2.050e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
2.060e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
2.070e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
2.080e+04	4.111e+02	3.638e+02	4.569e+02	7.638e+01	5.286e+01	1.389e+02
2.090e+04	4.111e+02	3.638e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.100e+04	4.111e+02	3.638e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.110e+04	4.111e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.120e+04	4.111e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.130e+04	4.111e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.140e+04	4.111e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.150e+04	4.111e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.160e+04	4.111e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.170e+04	4.111e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.180e+04	4.111e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.190e+04	4.111e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.200e+04	4.111e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.210e+04	4.111e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.220e+04	4.111e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.230e+04	4.111e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.240e+04	4.111e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.250e+04	4.111e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.260e+04	4.131e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.270e+04	4.131e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.280e+04	4.131e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.290e+04	4.131e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.300e+04	4.131e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
2.310e+04	4.131e+02	3.888e+02	4.670e+02	7.638e+01	5.286e+01	1.389e+02
