n.evals.q.1.0.	parity._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	parity._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	parity._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	parity._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	parity._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max
3.490e+04	1.442e-01	2.624e-02	2.500e-01	6.608e-02	5.949e-02	1.508e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.524e-01	3.750e-01	3.125e-01	1.956e-01	3.750e-01
3.500e+04	1.442e-01	2.624e-02	2.500e-01	6.608e-02	5.949e-02	1.508e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.524e-01	3.750e-01	3.125e-01	1.956e-01	3.750e-01
3.510e+04	1.442e-01	2.624e-02	2.500e-01	6.608e-02	5.949e-02	1.508e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.524e-01	3.750e-01	3.125e-01	1.956e-01	3.750e-01
3.520e+04	1.442e-01	2.624e-02	2.500e-01	6.608e-02	5.949e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.524e-01	3.750e-01	3.125e-01	1.956e-01	3.750e-01
3.530e+04	1.442e-01	2.624e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.524e-01	3.750e-01	3.125e-01	1.956e-01	3.750e-01
3.540e+04	1.457e-01	2.624e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.524e-01	3.750e-01	3.125e-01	1.956e-01	3.750e-01
3.550e+04	1.457e-01	2.624e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.524e-01	3.750e-01	3.125e-01	1.956e-01	3.750e-01
3.560e+04	1.457e-01	2.624e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.524e-01	3.750e-01	3.125e-01	1.956e-01	3.750e-01
3.570e+04	1.457e-01	2.624e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.524e-01	3.750e-01	3.125e-01	1.956e-01	3.750e-01
3.580e+04	1.442e-01	2.624e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.524e-01	3.750e-01	3.125e-01	1.956e-01	3.750e-01
3.590e+04	1.442e-01	2.624e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.524e-01	3.750e-01	3.125e-01	1.956e-01	3.750e-01
3.600e+04	1.442e-01	2.624e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.524e-01	3.750e-01	3.125e-01	1.956e-01	3.750e-01
3.610e+04	1.442e-01	2.890e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.524e-01	3.750e-01	3.125e-01	1.956e-01	3.750e-01
3.620e+04	1.442e-01	2.890e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.524e-01	3.750e-01	3.125e-01	1.956e-01	3.750e-01
3.630e+04	1.442e-01	2.890e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.524e-01	3.771e-01	3.125e-01	1.956e-01	3.750e-01
3.640e+04	1.442e-01	2.890e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.595e-01	3.771e-01	3.125e-01	1.956e-01	3.750e-01
3.650e+04	1.442e-01	2.890e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.595e-01	3.771e-01	3.125e-01	1.956e-01	3.750e-01
3.660e+04	1.442e-01	2.890e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.595e-01	3.771e-01	3.125e-01	1.956e-01	3.750e-01
3.670e+04	1.442e-01	2.890e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.595e-01	3.771e-01	3.125e-01	1.956e-01	3.750e-01
3.680e+04	1.442e-01	2.890e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.595e-01	3.771e-01	3.125e-01	1.956e-01	3.750e-01
3.690e+04	1.442e-01	2.890e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.595e-01	3.771e-01	3.125e-01	1.956e-01	3.750e-01
3.700e+04	1.442e-01	2.890e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.284e-01	2.595e-01	3.771e-01	3.114e-01	1.956e-01	3.750e-01
3.710e+04	1.442e-01	2.890e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.399e-01	2.595e-01	3.823e-01	3.125e-01	1.956e-01	3.750e-01
3.720e+04	1.442e-01	2.890e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.399e-01	2.595e-01	3.789e-01	3.125e-01	1.956e-01	3.750e-01
3.730e+04	1.442e-01	2.890e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.399e-01	2.595e-01	3.789e-01	3.125e-01	1.956e-01	3.750e-01
3.740e+04	1.442e-01	2.890e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.399e-01	2.595e-01	3.771e-01	3.125e-01	1.956e-01	3.750e-01
3.750e+04	1.442e-01	2.890e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.399e-01	2.595e-01	3.771e-01	3.125e-01	1.956e-01	3.750e-01
3.760e+04	1.424e-01	2.624e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.399e-01	2.595e-01	3.789e-01	3.125e-01	1.956e-01	3.750e-01
3.770e+04	1.424e-01	2.624e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.399e-01	2.595e-01	3.789e-01	3.125e-01	1.956e-01	3.750e-01
3.780e+04	1.424e-01	2.624e-02	2.500e-01	6.379e-02	5.946e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.399e-01	2.595e-01	3.789e-01	3.125e-01	1.956e-01	3.750e-01
3.790e+04	1.424e-01	2.624e-02	2.500e-01	6.608e-02	5.949e-02	1.531e-01	3.105e-01	2.375e-01	4.029e-01	3.399e-01	2.595e-01	3.789e-01	3.125e-01	1.956e-01	3.750e-01
