n.evals.q.1.0.	parity._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	parity._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	parity._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	parity._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	parity._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max
1.170e+04	1.524e-01	1.201e-02	2.500e-01	6.877e-02	4.813e-02	1.484e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.196e-01	3.487e-01	3.735e-01	2.500e-01	3.750e-01
1.180e+04	1.524e-01	1.201e-02	2.500e-01	6.877e-02	4.813e-02	1.484e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.196e-01	3.487e-01	3.734e-01	2.500e-01	3.750e-01
1.190e+04	1.524e-01	1.201e-02	2.500e-01	6.877e-02	5.307e-02	1.484e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.196e-01	3.487e-01	3.734e-01	2.500e-01	3.750e-01
1.200e+04	1.524e-01	1.201e-02	2.500e-01	6.877e-02	5.307e-02	1.484e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.196e-01	3.487e-01	3.734e-01	2.500e-01	3.750e-01
1.210e+04	1.496e-01	1.091e-02	2.500e-01	6.877e-02	5.307e-02	1.484e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.196e-01	3.487e-01	3.734e-01	2.500e-01	3.750e-01
1.220e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.813e-02	1.470e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.196e-01	3.487e-01	3.734e-01	2.500e-01	3.750e-01
1.230e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.813e-02	1.470e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.196e-01	3.487e-01	3.734e-01	2.500e-01	3.750e-01
1.240e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.813e-02	1.470e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.196e-01	3.487e-01	3.734e-01	2.500e-01	3.750e-01
1.250e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.813e-02	1.470e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.196e-01	3.487e-01	3.734e-01	2.500e-01	3.750e-01
1.260e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.813e-02	1.470e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.196e-01	3.487e-01	3.734e-01	2.500e-01	3.750e-01
1.270e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.813e-02	1.470e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.196e-01	3.487e-01	3.734e-01	2.500e-01	3.750e-01
1.280e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.813e-02	1.470e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.196e-01	3.487e-01	3.745e-01	2.500e-01	3.750e-01
1.290e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.813e-02	1.470e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.196e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.300e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.813e-02	1.470e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.196e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.310e+04	1.496e-01	1.091e-02	2.500e-01	8.781e-02	5.307e-02	1.484e-01	2.768e-01	1.976e-01	3.776e-01	2.873e-01	2.196e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.320e+04	1.496e-01	1.091e-02	2.500e-01	6.877e-02	4.813e-02	1.484e-01	2.768e-01	1.760e-01	3.776e-01	2.873e-01	2.196e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.330e+04	1.496e-01	1.091e-02	2.500e-01	6.877e-02	4.813e-02	1.484e-01	2.768e-01	1.760e-01	3.776e-01	2.873e-01	2.196e-01	3.550e-01	3.749e-01	2.500e-01	3.750e-01
1.340e+04	1.496e-01	1.091e-02	2.500e-01	6.877e-02	4.813e-02	1.484e-01	2.768e-01	1.760e-01	3.776e-01	2.873e-01	2.196e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.350e+04	1.496e-01	1.091e-02	2.500e-01	6.877e-02	4.813e-02	1.484e-01	2.768e-01	1.760e-01	3.776e-01	2.873e-01	2.196e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.360e+04	1.496e-01	1.091e-02	2.500e-01	6.877e-02	4.813e-02	1.484e-01	2.768e-01	1.760e-01	3.776e-01	2.873e-01	2.196e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.370e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.813e-02	1.484e-01	2.813e-01	1.760e-01	3.778e-01	2.884e-01	2.275e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.380e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.813e-02	1.484e-01	2.813e-01	1.760e-01	3.778e-01	2.884e-01	2.275e-01	3.702e-01	3.745e-01	2.500e-01	3.750e-01
1.390e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.813e-02	1.484e-01	2.768e-01	1.662e-01	3.778e-01	2.884e-01	2.275e-01	3.702e-01	3.745e-01	2.500e-01	3.750e-01
1.400e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.813e-02	1.484e-01	2.768e-01	1.760e-01	3.778e-01	2.884e-01	2.275e-01	3.702e-01	3.745e-01	2.500e-01	3.750e-01
1.410e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.813e-02	1.484e-01	2.768e-01	1.760e-01	3.778e-01	3.127e-01	2.321e-01	3.741e-01	3.745e-01	2.500e-01	3.750e-01
1.420e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.813e-02	1.484e-01	2.768e-01	1.760e-01	3.778e-01	3.101e-01	2.321e-01	3.702e-01	3.745e-01	2.500e-01	3.750e-01
1.430e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.614e-02	1.484e-01	2.813e-01	1.760e-01	3.778e-01	3.101e-01	2.321e-01	3.702e-01	3.745e-01	2.500e-01	3.750e-01
1.440e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.614e-02	1.484e-01	2.813e-01	1.760e-01	3.778e-01	3.101e-01	2.321e-01	3.702e-01	3.745e-01	2.500e-01	3.750e-01
1.450e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.614e-02	1.484e-01	2.813e-01	1.760e-01	3.778e-01	3.101e-01	2.321e-01	3.702e-01	3.745e-01	2.500e-01	3.750e-01
1.460e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.614e-02	1.484e-01	2.813e-01	1.760e-01	3.778e-01	2.884e-01	2.321e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.470e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.614e-02	1.484e-01	2.832e-01	1.976e-01	3.778e-01	2.884e-01	2.321e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.480e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.614e-02	1.484e-01	2.832e-01	1.976e-01	3.778e-01	2.873e-01	2.321e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.490e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.614e-02	1.484e-01	2.832e-01	1.976e-01	3.778e-01	2.873e-01	2.321e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.500e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.614e-02	1.484e-01	2.832e-01	1.976e-01	3.778e-01	2.873e-01	2.321e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.510e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.614e-02	1.484e-01	2.832e-01	1.976e-01	3.778e-01	2.873e-01	2.321e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.520e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.614e-02	1.484e-01	2.832e-01	1.976e-01	3.778e-01	2.873e-01	2.321e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.530e+04	1.496e-01	1.091e-02	2.500e-01	6.549e-02	4.614e-02	1.484e-01	2.895e-01	1.976e-01	3.860e-01	2.873e-01	2.321e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.540e+04	1.496e-01	1.091e-02	2.500e-01	6.877e-02	4.813e-02	1.484e-01	2.895e-01	1.976e-01	3.860e-01	2.873e-01	2.321e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.550e+04	1.496e-01	1.091e-02	2.500e-01	6.877e-02	4.813e-02	1.547e-01	2.895e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.560e+04	1.496e-01	1.091e-02	2.500e-01	6.877e-02	4.813e-02	1.547e-01	2.895e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.570e+04	1.524e-01	1.091e-02	2.500e-01	6.877e-02	4.813e-02	1.547e-01	2.895e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.580e+04	1.524e-01	1.091e-02	2.500e-01	6.877e-02	4.813e-02	1.547e-01	2.895e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.590e+04	1.524e-01	1.091e-02	2.500e-01	6.877e-02	4.813e-02	1.547e-01	2.895e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.600e+04	1.524e-01	1.091e-02	2.500e-01	6.877e-02	4.813e-02	1.547e-01	2.895e-01	2.075e-01	3.860e-01	2.884e-01	2.321e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.610e+04	1.524e-01	1.091e-02	2.500e-01	6.877e-02	4.813e-02	1.547e-01	2.895e-01	2.075e-01	3.860e-01	2.884e-01	2.321e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.620e+04	1.524e-01	1.091e-02	2.500e-01	6.877e-02	4.813e-02	1.547e-01	2.813e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.550e-01	3.745e-01	2.500e-01	3.750e-01
1.630e+04	1.524e-01	1.091e-02	2.500e-01	6.877e-02	4.813e-02	1.547e-01	2.813e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.511e-01	3.745e-01	2.500e-01	3.750e-01
1.640e+04	1.524e-01	1.091e-02	2.500e-01	6.877e-02	4.813e-02	1.547e-01	2.813e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.511e-01	3.745e-01	2.500e-01	3.750e-01
1.650e+04	1.524e-01	1.091e-02	2.500e-01	6.877e-02	4.813e-02	1.484e-01	2.813e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.511e-01	3.745e-01	2.500e-01	3.750e-01
1.660e+04	1.524e-01	1.091e-02	2.500e-01	6.549e-02	4.813e-02	1.484e-01	2.813e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.511e-01	3.745e-01	2.500e-01	3.750e-01
1.670e+04	1.524e-01	1.091e-02	2.500e-01	6.549e-02	4.813e-02	1.484e-01	2.813e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.511e-01	3.745e-01	2.500e-01	3.750e-01
1.680e+04	1.524e-01	9.950e-03	2.500e-01	6.549e-02	4.813e-02	1.484e-01	2.813e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.511e-01	3.745e-01	2.500e-01	3.750e-01
1.690e+04	1.524e-01	9.950e-03	2.500e-01	6.549e-02	5.815e-02	1.484e-01	2.813e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.511e-01	3.734e-01	2.500e-01	3.750e-01
1.700e+04	1.524e-01	9.950e-03	2.500e-01	6.549e-02	5.815e-02	1.484e-01	2.813e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.511e-01	3.734e-01	2.500e-01	3.750e-01
1.710e+04	1.524e-01	1.201e-02	2.500e-01	6.549e-02	5.815e-02	1.484e-01	2.813e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.511e-01	3.734e-01	2.500e-01	3.750e-01
1.720e+04	1.524e-01	1.201e-02	2.500e-01	6.549e-02	5.815e-02	1.484e-01	2.813e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.511e-01	3.734e-01	2.500e-01	3.750e-01
1.730e+04	1.524e-01	1.201e-02	2.500e-01	6.877e-02	5.839e-02	1.547e-01	2.813e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.511e-01	3.745e-01	2.500e-01	3.750e-01
1.740e+04	1.524e-01	1.201e-02	2.500e-01	6.877e-02	5.839e-02	1.547e-01	2.813e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.511e-01	3.745e-01	2.500e-01	3.750e-01
1.750e+04	1.524e-01	1.201e-02	2.500e-01	6.877e-02	5.839e-02	1.547e-01	2.813e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.511e-01	3.749e-01	2.500e-01	3.750e-01
1.760e+04	1.524e-01	1.201e-02	2.500e-01	6.877e-02	5.839e-02	1.547e-01	2.813e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.511e-01	3.749e-01	2.500e-01	3.750e-01
1.770e+04	1.524e-01	1.201e-02	2.500e-01	6.877e-02	5.839e-02	1.484e-01	2.813e-01	1.976e-01	3.860e-01	2.884e-01	2.321e-01	3.511e-01	3.749e-01	2.500e-01	3.750e-01
1.780e+04	1.524e-01	1.201e-02	2.500e-01	6.877e-02	5.839e-02	1.484e-01	2.813e-01	1.976e-01	4.013e-01	2.884e-01	2.321e-01	3.511e-01	3.749e-01	2.500e-01	3.750e-01
1.790e+04	1.524e-01	1.201e-02	2.500e-01	6.877e-02	5.839e-02	1.484e-01	2.813e-01	1.976e-01	4.013e-01	2.884e-01	2.321e-01	3.511e-01	3.749e-01	2.500e-01	3.750e-01
1.800e+04	1.524e-01	1.201e-02	2.500e-01	6.877e-02	5.839e-02	1.470e-01	2.813e-01	1.976e-01	4.013e-01	2.884e-01	2.321e-01	3.511e-01	3.749e-01	2.500e-01	3.750e-01
1.810e+04	1.524e-01	1.201e-02	2.500e-01	6.877e-02	5.839e-02	1.470e-01	2.813e-01	1.976e-01	4.013e-01	2.884e-01	2.321e-01	3.511e-01	3.749e-01	2.500e-01	3.750e-01
1.820e+04	1.524e-01	1.201e-02	2.500e-01	6.877e-02	5.839e-02	1.470e-01	2.813e-01	1.976e-01	4.013e-01	2.884e-01	2.321e-01	3.511e-01	3.749e-01	2.500e-01	3.750e-01
1.830e+04	1.524e-01	1.201e-02	2.500e-01	6.549e-02	5.815e-02	1.470e-01	2.813e-01	1.976e-01	4.013e-01	2.884e-01	2.321e-01	3.511e-01	3.749e-01	2.500e-01	3.750e-01
1.840e+04	1.524e-01	1.201e-02	2.500e-01	6.549e-02	5.815e-02	1.470e-01	2.895e-01	2.075e-01	4.013e-01	3.107e-01	2.321e-01	3.550e-01	3.749e-01	2.500e-01	3.750e-01
1.850e+04	1.524e-01	1.201e-02	2.500e-01	6.549e-02	5.815e-02	1.470e-01	2.895e-01	1.851e-01	4.013e-01	3.092e-01	2.321e-01	3.550e-01	3.749e-01	2.500e-01	3.750e-01
1.860e+04	1.524e-01	1.201e-02	2.500e-01	6.549e-02	5.815e-02	1.470e-01	2.895e-01	1.851e-01	4.013e-01	3.092e-01	2.321e-01	3.550e-01	3.749e-01	2.500e-01	3.750e-01
1.870e+04	1.524e-01	1.201e-02	2.500e-01	6.549e-02	5.815e-02	1.470e-01	2.895e-01	1.851e-01	4.013e-01	3.092e-01	2.321e-01	3.550e-01	3.749e-01	2.500e-01	3.750e-01
1.880e+04	1.524e-01	1.201e-02	2.500e-01	6.549e-02	5.815e-02	1.470e-01	3.105e-01	2.254e-01	4.013e-01	3.092e-01	2.321e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
1.890e+04	1.524e-01	1.201e-02	2.500e-01	6.549e-02	5.815e-02	1.470e-01	3.105e-01	2.254e-01	4.013e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
1.900e+04	1.524e-01	2.624e-02	2.500e-01	6.877e-02	5.839e-02	1.484e-01	3.105e-01	2.254e-01	4.013e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
1.910e+04	1.524e-01	2.624e-02	2.500e-01	6.877e-02	5.839e-02	1.484e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
1.920e+04	1.524e-01	2.624e-02	2.500e-01	6.877e-02	5.839e-02	1.484e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
1.930e+04	1.524e-01	2.624e-02	2.500e-01	6.877e-02	5.839e-02	1.484e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
1.940e+04	1.524e-01	2.624e-02	2.500e-01	6.877e-02	5.839e-02	1.484e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
1.950e+04	1.524e-01	2.624e-02	2.500e-01	6.877e-02	5.839e-02	1.484e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
1.960e+04	1.524e-01	2.624e-02	2.500e-01	7.869e-02	5.867e-02	1.484e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
1.970e+04	1.524e-01	2.624e-02	2.500e-01	7.869e-02	5.867e-02	1.484e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
1.980e+04	1.524e-01	2.624e-02	2.500e-01	7.869e-02	5.867e-02	1.484e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
1.990e+04	1.740e-01	2.624e-02	2.500e-01	6.877e-02	5.839e-02	1.484e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
2.000e+04	1.740e-01	2.624e-02	2.500e-01	6.877e-02	5.839e-02	1.484e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
2.010e+04	1.740e-01	2.624e-02	2.500e-01	6.549e-02	5.815e-02	1.470e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
2.020e+04	1.740e-01	2.624e-02	2.500e-01	6.549e-02	5.642e-02	1.464e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.321e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
2.030e+04	1.740e-01	2.624e-02	2.500e-01	6.549e-02	5.642e-02	1.464e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.321e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
2.040e+04	1.496e-01	2.624e-02	2.500e-01	6.549e-02	5.642e-02	1.464e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.321e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
2.050e+04	1.496e-01	2.624e-02	2.500e-01	6.549e-02	5.642e-02	1.464e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.321e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
2.060e+04	1.496e-01	2.624e-02	2.500e-01	6.549e-02	5.642e-02	1.464e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.321e-01	3.750e-01	3.745e-01	2.500e-01	3.750e-01
2.070e+04	1.496e-01	2.624e-02	2.500e-01	6.379e-02	5.642e-02	1.464e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.321e-01	3.750e-01	3.745e-01	2.500e-01	3.750e-01
2.080e+04	1.496e-01	2.624e-02	2.500e-01	6.379e-02	5.642e-02	1.464e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.368e-01	3.750e-01	3.745e-01	2.500e-01	3.750e-01
2.090e+04	1.496e-01	2.624e-02	2.500e-01	6.379e-02	5.642e-02	1.464e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.368e-01	3.750e-01	3.745e-01	2.500e-01	3.750e-01
2.100e+04	1.496e-01	2.624e-02	2.500e-01	6.379e-02	5.642e-02	1.464e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.745e-01	2.500e-01	3.750e-01
2.110e+04	1.496e-01	2.624e-02	2.500e-01	6.379e-02	5.642e-02	1.464e-01	3.249e-01	2.551e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.745e-01	2.500e-01	3.750e-01
2.120e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.745e-01	2.500e-01	3.750e-01
2.130e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.745e-01	2.500e-01	3.750e-01
2.140e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.734e-01	2.500e-01	3.750e-01
2.150e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.654e-01	2.500e-01	3.750e-01
2.160e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.654e-01	2.500e-01	3.750e-01
2.170e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.654e-01	2.500e-01	3.750e-01
2.180e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.654e-01	2.500e-01	3.750e-01
2.190e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.107e-01	2.368e-01	3.950e-01	3.654e-01	2.500e-01	3.750e-01
2.200e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.295e-01	3.950e-01	3.654e-01	2.500e-01	3.750e-01
2.210e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.295e-01	3.950e-01	3.654e-01	2.500e-01	3.750e-01
2.220e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.295e-01	3.950e-01	3.654e-01	2.500e-01	3.750e-01
2.230e+04	1.496e-01	2.624e-02	2.500e-01	6.252e-02	5.642e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.295e-01	3.950e-01	3.654e-01	2.500e-01	3.750e-01
2.240e+04	1.496e-01	2.624e-02	2.500e-01	6.252e-02	5.642e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.295e-01	3.950e-01	3.654e-01	2.500e-01	3.750e-01
2.250e+04	1.496e-01	2.624e-02	2.500e-01	6.252e-02	5.642e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.295e-01	3.750e-01	3.654e-01	2.500e-01	3.750e-01
2.260e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.295e-01	3.750e-01	3.654e-01	2.500e-01	3.750e-01
2.270e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.295e-01	3.750e-01	3.125e-01	1.956e-01	3.750e-01
2.280e+04	1.442e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.107e-01	2.295e-01	3.935e-01	3.125e-01	1.956e-01	3.750e-01
2.290e+04	1.442e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.107e-01	2.295e-01	3.935e-01	3.125e-01	1.956e-01	3.750e-01
2.300e+04	1.442e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.107e-01	2.295e-01	3.935e-01	3.125e-01	1.956e-01	3.750e-01
2.310e+04	1.442e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.145e-01	2.368e-01	3.935e-01	3.125e-01	1.956e-01	3.750e-01
2.320e+04	1.442e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	1.956e-01	3.750e-01
